  ISU IEM BUFKIT STATION LISTING 20230730 - MODIFIED BY KYLE J GILLETT
------------------------------------------------------------------------
Entries may be added, deleted, or edited, BUT FORMAT MUST BE MAINTAINED.
------------------------------------------------------------------------
NUM numbers must be sequential.      Coordinates are in decimal degrees.
------------------------------------------------------------------------

NUM,LAT,LON,ID,NAME,LOC,EL(m),NOTE
726510,   43.58,   -96.73,  KFSD, SIOUX FALLS/FOSS                 , SD,       435 ,0 FOUS TAF 2-99
726515,   44.31,   -96.82,  KBKX, BROOKINGS                        , SD,       9999,0
726525,   42.92,   -97.38,  KYKN, YANKTON(AWOS)                    , SD,       398 ,0 MOS/Weiss 2-99
726530,   43.80,   -99.32,  K9V9, CHAMBERLAIN(AMOS)                , SD,       530 ,0 MOS/Weiss 2-99
726540,   44.38,   -98.22,  KHON, HURON REGIONAL                   , UA,       393 ,0 FORMER NA110 TAF 2-99
726545,   43.77,   -98.03,  KMHE, MITCHELL (AWOS)                  , SD,       397 ,0 MOS/Weiss 2-99
726546,   44.92,   -97.15,  KATY, WATERTOWN MUNICIPAL              , SD,       533 ,0 TAF 2-99
726550,   45.55,   -94.07,  STC , ST. CLOUD MUNICIPAL (AS          , UA,       312 ,0 FORMER NA110 TAF 2-99
726555,   46.40,   -94.13,  KBRD, BRAINERD/WIELAND                 , MN,       374 ,0 TAF 2-99
726556,   44.55,   -95.08,  KRWF, REDWOOD FALLS MUNI               , MN,       312 ,0 TAF 2-99
726557,   45.87,   -95.40,  KAXN, ALEXANDRIA/CHANDLER              , MN,       434 ,0 TAF 2-99
726559,   44.45,   -95.82,  KMML, MARSHALL                         , MN,       9999,0
726567,   44.32,   -94.50,  KULM, NEW ULM                          , MN,       9999,0
726578,   45.95,   -94.35,  KLXL, LITTLE FALLS                     , MN,       9999,0
726580,   44.88,   -93.22,  KMSP, MINNEAPOLIS-ST PAUL              , MN,       255 ,0 FOUS TAF 2-99
726584,   44.95,   -93.07,  KSTP, SAINT PAUL DOWNTOWN              , MN,       209 ,0 METAR/TAF 2-99
726586,   43.65,   -94.42,  KFRM, FAIRMONT MUNI(AWOS)              , MN,       354 ,0 TAF 2-99
726589,   43.68,   -93.37,  KAEL, ALBERT LEA                       , MN,       9999,0
726590,   45.45,   -98.43,  KABR, ABERDEEN REGIONAL                , UA,       396 ,0 WSR88D 3-93 TAF 2-99
726620,   44.06,  -103.05,  KRAP, RAPID CITY REGIONAL              , UA,       966 ,0 NA110 FOUS TAF 2-99
726650,   44.35,  -105.53,  KGCC, GILLETTE (AMOS)                  , WY,       1230,0 TAF 2-99
726660,   44.77,  -106.97,  KSHR, SHERIDAN CO. ARPT                , WY,       1209,0 10-96 TAF 2-99
726664,   44.54,  -110.42,  KP60, LAKE YELLOWSTONE                 , WY,       9999,0
726665,   43.97,  -107.95,  KWRL, WORLAND MUNICIPAL                , WY,       1294,0 TAF 2-99
726670,   45.45,  -105.40,  4BQ , BROADUS                          , MT,       922 ,0 WRGN 8-97
726676,   47.13,  -104.80,  GDV , GLENDIVE                         , MT,       749 ,0 TAF 7-01
726685,   45.53,  -100.43,  KY26, MOBRIDGE                         , SD,       508 ,0 MOS/Weiss 2-99
726686,   44.38,  -100.28,  KPIR, PIERRE MUNICIPAL                 , SD,       531 ,0 3-93 TAF 2-99
726695,   45.93,  -102.17,  KY22, LEMMON                           , SD,       781 ,0 MOS/Weiss 2-99
726700,   44.52,  -109.02,  KCOD, CODY MUNI (AWOS)                 , WY,       1553,0 TAF 2-99
726710,   42.58,  -110.11,  KBPI, BIG PINEY                        , WY,       2131,0 Usr Rqst 4-12
726764,   44.68,  -111.12,  KWYS, WEST YELLOWSTONE                 , MT,       2025,0 METAR/TAF 2-99
726770,   45.80,  -108.53,  KBIL, BILLINGS/LOGAN INTL              , MT,       1088,0 FOUS TAF 2-99
726776,   47.05,  -109.47,  KLWT, LEWISTOWN MUNICIPAL              , MT,       1270,0 TAF 2-99
726785,   45.95,  -112.50,  KBTM, BUTTE/BERT MOONEY                , MT,       1690,0 TAF 2-99
726796,   45.25,  -112.55,  KDLN, DILLON AIRPORT                   , MT,       1597,0 Usr Rqst 4-02
726797,   45.78,  -111.15,  KBZN, BOZEMAN/GALLATIN                 , MT,       1364,0 3-93 TAF 2-99
726798,   45.70,  -110.45,  LVM , LIVINGSTON/MISSION               , WR,       1419,0 10-96 TAF 2-99
726810,   43.57,  -116.22,  KBOI, BOISE MUNICIPAL                  , UA,       874 ,0 NA110 FOUS TAF 2-99
726830,   43.58,  -118.95,  KBNO, BURNS MUNI (AMOS)                , OR,       1271,0 3-93 TAF 2-99
726835,   44.25,  -121.15,  KRDM, REDMOND (AWOS)                   , OR,       938 ,0 WRGN 8-97 TAF 2-99
726865,   45.12,  -113.88,  SMN , SALMON/LEMHI                     , ID,       1233,0 NWS MIS 3-00
726873,   45.95,  -116.13,  GVL , GRANGEVILLE                      , ID,       1009,0 NWS MIS 3-00
726880,   45.68,  -118.85,  KPDT, PENDLETON MUNICIPAL              , OR,       456 ,0 FOUS TAF 2-99
726886,   44.83,  -117.82,  KBKE, BAKER MUNICIPAL                  , OR,       1027,0 TAF 2-99
726904,   43.23,  -123.35,  KRBG, ROSEBURG MUNICIPAL               , OR,       160 ,0 Usr Rqst 8-09
726917,   43.42,  -124.25,  KOTH, NORTH BEND (AWOS)                , OR,       4   ,0 WRGN 8-97 TAF 2-99
726930,   44.12,  -123.22,  KEUG, EUGENE/MAHLON SWEET              , OR,       114 ,0 WRGN 8-97 TAF 2-99
726940,   44.92,  -123.00,  KSLE, SALEM/MCNARY                     , UA,       61  ,0 NA110 TAF 2-99
726950,   44.58,  -124.06,  ONP , NEWPORT                          , OR,       37  ,0 ETL Profiler 4-03
726980,   45.60,  -122.60,  KPDX, PORTLAND INTL ARPT               , OR,       12  ,0 TAF 2-99
726985,   45.55,  -122.40,  KTTD, PORTLAND/TROUTDALE               , OR,       11  ,0 TAF 2-99
726986,   45.53,  -122.95,  KHIO, PORTLAND/HILLSBORO               , OR,       62  ,0 TAF 2-99
726988,   45.62,  -121.17,  KDLS, THE DALLES MUNI                  , OR,       74  ,0 TAF 2-99
727033,   46.12,   -67.80,  KHUL, HOULTON INTL ARPT                , ME,       150 ,0 9-96 TAF 2-99
727119,   46.62,   -69.53,  K40B, CLAYTON LAKE                     , ME,       314 ,0 Jensenius 2-99
727120,   46.87,   -68.01,  KCAR, CARIBOU MUNICIPAL                , UA,       190 ,0 NA110 FOUS TAF 2-99
727130,   46.68,   -68.05,  KPQI, PRESQUE ISLE (AWOS)              , ME,       146 ,0 METAR/TAF 2-99
727340,   46.47,   -84.37,  ANJ , SAULT STE MARIE (ASOS            , UA,       221 ,0 FORMER NA110 FOUS
727344,   46.25,   -84.47,  KCIU, CHIPPEWA INTL(AWOS)              , MI,       244 ,0 METAR/TAF 2-99
727347,   45.57,   -84.80,  KPLN, PELLSTON/EMMET CO.               , MI,       219 ,0 TAF 2-99
727415,   45.63,   -89.47,  RHI , RHINELANDER/ONEIDA (ASO          , WI,       495 ,0 3-93
727430,   46.53,   -87.55,  KMQT, MARQUETTE CO. ARPT               , MI,       434 ,0 WSR88D 3-93 TAF 2-99
727435,   46.35,   -87.40,  SAW , KI SAWYER AFB                    , MI,       372 ,0 Usr Rqsr 12-03
727437,   45.82,   -88.12,  IMT , IRON MOUNTAIN/FORD (ASO          , MI,       360 ,0 J. Eise 2-99
727440,   47.17,   -88.50,  KCMX, HOUGHTON CO. MEM                 , MI,       329 ,0 TAF 2-99
727445,   46.53,   -90.13,  KIWD, IRONWOOD                         , MI,       375 ,0 MOS/Kurt Mayer 2-99
727450,   46.83,   -92.18,  KDLH, DULUTH INTL AIRPORT              , MN,       432 ,0 TAF 2-99
727455,   47.38,   -92.83,  KHIB, HIBBING-CHISHOLM                 , MN,       412 ,0 TAF 2-99
727457,   46.83,   -95.89,  KDTL, DETROIT LAKES                    , MN,       9999,0
727459,   47.82,   -91.83,  KELO, ELY MUNI (AWOS)                  , MN,       443 ,0 METAR/TAF 2-99
727470,   48.57,   -93.38,  KINL, INTERNATIONAL FALLS              , UA,       361 ,0 NA110 FOUS TAF 2-99
727476,   48.73,   -94.62,  KBDE, BAUDETTE INTL ARPT               , MN,       330 ,0 METAR/TAF 2-99
727530,   46.90,   -96.80,  KFAR, FARGO/HECTOR FIELD               , ND,       274 ,0 FOUS TAF 2-99
727535,   46.93,   -98.68,  KJMS, JAMESTOWN MUNICIPAL              , ND,       457 ,0 TAF 2-99
727550,   47.50,   -94.93,  KBJI, BEMIDJI MUNICIPAL                , MN,       420 ,0 3-93 TAF 2-99
727564,   48.93,   -95.33,  KRAD, WARROAD(AWOS)                    , MN,       328 ,0 METAR/TAF 2-99
727576,   47.95,   -97.18,  KGFK, GRAND FORKS INTL                 , ND,       257 ,0 TAF 2-99
727580,   48.10,   -98.87,  KP11, DEVILS LAKE (AMOS)               , ND,       443 ,0 WSR88D FOUS 3-93
727640,   46.77,  -100.75,  KBIS, BISMARCK MUNICIPAL               , UA,       506 ,0 NA110 FOUS TAF 2-99
727645,   46.80,  -102.80,  KDIK, DICKINSON MUNICIPAL              , ND,       789 ,0 TAF 2-99
727670,   48.18,  -103.63,  KISN, WILLISTON/SLOULIN                , ND,       581 ,0 TAF 2-99
727676,   48.27,  -101.28,  KMOT, MINOT INTL AIRPORT               , ND,       523 ,0 TAF 2-99
727680,   48.22,  -106.62,  KGGW, GLASGOW INTL ARPT                , UA,       700 ,0 NA110 FOUS TAF 2-99
727684,   47.33,  -106.93,  JDN , JORDAN                           , MT,       811 ,0 TAF 7-01
727687,   47.70,  -104.20,  KSDY, SIDNEY-RICHLAND                  , MT,       605 ,0 TAF 2-99
727720,   46.60,  -112.00,  KHLN, HELENA REGIONAL                  , MT,       1188,0 WRGN 8-97 TAF 2-99
727730,   46.92,  -114.08,  KMSO, MISSOULA/BELL FIELD              , MT,       972 ,0 TAF 2-99
727750,   47.48,  -111.37,  KGTF, GREAT FALLS INTL                 , UA,       1115,0 NA110 FOUS TAF 2-99
727770,   48.55,  -109.77,  KHVR, HAVRE (AMOS)                     , MT,       792 ,0 WRGN 8-97 TAF 2-99
727790,   48.30,  -114.27,  KGPI, GLACIER PARK INTL                , MT,       906 ,0 3-93 TAF 2-99
727796,   48.60,  -112.37,  KCTB, CUT BANK (AWOS)                  , MT,       1175,0 TAF 2-99
727810,   46.57,  -120.53,  KYKM, YAKIMA AIR TERMINAL              , WA,       325 ,0 TAF 2-99
727815,   47.28,  -121.33,  SMP , STAMPEDE PASS (ASOS)             , WA,       1209,0 WRGN 8-97
727820,   47.40,  -120.02,  EAT , WENATCHEE                        , WA,       379 ,0 WRGN 8-97
727825,   47.40,  -120.20,  KEAT, WENATCHEE/PANGBORN               , WA,       379 ,0 TAF 2-99
727826,   47.30,  -119.52,  KEPH, EPHRATA MUNICIPAL                , WA,       388 ,0 TAF 2-99
727827,   47.20,  -119.32,  KMWH, MOSES LAKE/GRANT CO              , WA,       361 ,0 TAF 2-99
727830,   46.38,  -117.02,  KLWS, LEWISTON (AMOS)                  , ID,       438 ,0 FOUS 3-93 TAF 2-99
727834,   47.77,  -116.82,  KCOE, COEUR D'ALENE(AWOS)              , ID,       707 ,0 TAF 2-99
727840,   46.32,  -119.27,  PSC , PASCO                            , WA,       113 ,0 WRGN 8-97
727845,   46.27,  -119.12,  KPSC, PASCO/TRI-CITIES                 , WA,       124 ,0 TAF 2-99
727846,   46.10,  -118.28,  KALW, WALLA WALLA RGNL                 , WA,       367 ,0 TAF 2-99
727850,   47.63,  -117.53,  KGEG, SPOKANE INTL ARPT                , WA,       721 ,0 NA110 FOUS TAF 2-99
727856,   47.68,  -117.32,  KSFF, SPOKANE/FELTS FIELD              , WA,       595 ,0 TAF 2-99
727857,   46.75,  -117.12,  KPUW, PULLMAN/MOSCOW RGNL              , WA,       778 ,0 NWS KOTX
727860,   47.70,  -117.60,  KOTX, SPOKANE                          , WA,       728 ,0 3-02
727870,   48.55,  -117.88,  CQV , COLVILLE                         , WA,       572 ,0 WRGN 8-97
727883,   47.03,  -120.53,  KELN, ELLENSBURG/BOWERS                , WA,       536 ,0 Usr Rqst 8-11
727885,   48.12,  -123.50,  KCLM, PORT ANGELES INTL                , WA,       88  ,0 METAR/TAF 2-99
727890,   48.42,  -119.53,  4OM , OMAK                             , WA,       382 ,0 WRGN 8-97
727910,   46.15,  -123.88,  KAST, ASTORIA/CLATSOP                  , OR,       7   ,0 TAF 2-99
727920,   46.97,  -122.90,  KOLM, OLYMPIA                          , WA,       61  ,0 TAF 2-99
727923,   46.97,  -123.93,  KHQM, HOQUIAM/BOWERMAN                 , WA,       4   ,0 TAF 2-99
727924,   46.12,  -122.94,  KLS , KELSO-LONGVEIW AWOS              , WA,       9999,0
727930,   47.45,  -122.30,  KSEA, SEATTLE-TACOMA INTL              , WA,       137 ,0 FOUS TAF 2-99
727934,   47.50,  -122.22,  KRNT, RENTON MUNICIPAL                 , WA,       9   ,0 METAR/TAF 2-99
727935,   47.53,  -122.30,  KBFI, SEATTLE/BOEING FLD               , WA,       5   ,0 TAF 2-99
727937,   47.90,  -122.28,  KPAE, EVERETT/PAINE FIELD              , WA,       185 ,0 TAF 2-99
727938,   47.27,  -122.58,  KTIW, TACOMA NARROWS                   , WA,       89  ,0 METAR/TAF 2-99
727960,   27.65,   -81.33,  AGR , AVON PARK                        , FL,       20  ,0 2-95
727970,   47.95,  -124.55,  UIL , QUILLAYUTE STATE (ASOS)          , WA,       62  ,0 NA110
727976,   48.80,  -122.53,  KBLI, BELLINGHAM INTL                  , WA,       48  ,0 WRGN 8-97 TAF 2-99
740030,   40.17,  -112.93,  DPG , DUGWAY PROVING GNDS              , UT,       1325,0 FORMER 3-93
742300,   46.43,  -105.87,  KMLS, MILES CITY                       , MT,       801 ,0 3-93 TAF 2-99
743410,   44.67,   -95.45,  P#3 , WDLM5 WOOD LAKE                  , MN,       319 ,0 PROF
743570,   43.22,   -90.53,  P#4 , BLRW3 BLUE RIVER                 , WI,       226 ,0 PROF
743700,   44.05,   -75.73,  GTB , FORT DRUM/WHEELER                , UA,       207 ,0 FORMER 3-93
743890,   43.90,   -70.25,  GYX , GRAY                             , UA,       125 ,0 2-95
743945,   42.93,   -71.43,  KMHT, MANCHESTER AIRPARK               , NH,       71  ,0 TAF 2-99
744310,   41.90,  -106.19,  P#5 , MBWW4 MEDICINE BOW               , WY,       1997,0 PROF
744330,   40.09,  -100.65,  P#6 , RWDN1 MCCOOK                     , NE,       800 ,0 PROF
744370,   42.91,  -101.69,  P#7 , MRRN1 MERRIMAN                   , NE,       991 ,0 PROF
744400,   40.10,   -97.34,  P#8 , FBYN1 FAIRBURY                   , NE,       433 ,0 PROF
744450,   42.21,   -97.79,  P#9 , NLGN1 NELIGH                     , NE,       524 ,0 PROF
744490,   41.90,   -93.70,  P#A , SLAI4 SLATER                     , IA,       315 ,0 PROF
744550,   41.61,   -90.57,  DVN , QUAD CITIES/QUAD CITIES          , UA,       229 ,0 7-97
744570,   39.82,   -84.03,  FFO , GHT PATTERS                      , ON,       245 ,0
744655,   41.77,   -88.48,  KARR, AURORA                           , IL,       9999,0
744660,   40.81,   -87.05,  P#B , WLCI3 WOLCOTT                    , IN,       212 ,0 PROF-X
744680,   38.83,   -85.42,  KMDN, JEFFERSON PRVG GRND              , IN,       266 ,0 DiStefano 2-99
744860,   40.65,   -73.78,  KJFK, NEW YORK/JF KENNEDY              , NY,       7   ,0 TAF 2-99
744900,   42.47,   -71.28,  KBED, HANSCOM FLD/BEDFORD              , MA,       41  ,0 METAR/TAF 2-99
744904,   42.72,   -71.12,  KLWM, LAWRENCE MUNICIPAL               , MA,       45  ,0 METAR/TAF 2-99
744910,   42.20,   -72.53,  KCEF, CHICOPEE/WESTOVER                , MA,       75  ,0 METAR/TAF 2-99
744915,   42.15,   -72.72,  KBAF, WESTFIELD/BARNES                 , MA,       83  ,0 TAF 2-99
744940,   41.67,   -69.97,  KCHH, CHATHAM                          , UA,       16  ,0 NA110
744994,   42.85,   -73.93,  KSCH, SCHENECTADY AIRPORT              , NY,       115 ,0 METAR/TAF 2-99
745300,   37.77,  -102.18,  P#C , GDAC2 GRANADA                    , CO,       1155,0 PROF
745320,   39.26,  -103.70,  LIC , LIMON                            , CO,       1694,0 GCIP 5-94
745330,   40.18,  -104.72,  P#D , PLTC2 PLATTEVILLE                , CO,       1524,0 PROF
745410,   37.65,   -99.09,  P#E , HVLK1 HAVILAND                   , KS,       648 ,0 PROF
745420,   37.38,   -95.63,  P#F , NDSK1 NEODESHA                   , KS,       255 ,0 PROF
745460,   38.31,   -97.30,  P#G , HBRK1 HILLSBORO                  , KS,       447 ,0 PROF
745500,   37.52,   -92.70,  P#H , CNWM7 CONWAY                     , MO,       390 ,0 PROF
745510,   39.58,   -94.19,  P#I , LTHM7 LATHROP                    , MO,       297 ,0 PROF
745560,   39.66,   -90.48,  P#J , WNCI2 WINCHESTER                 , IL,       170 ,0 PROF
745600,   40.15,   -89.33,  ILX , LINCOLN                          , IL,       176 ,0 GCIP 9-95
746120,   35.68,  -117.68,  NID , CHINA LAKE (NAF)                 , UA,       696 ,0 FORMER 3-93
746290,   32.41,  -106.35,  P#L , WSMN5 WHITE SANDS                , NM,       1224,0 PROF
746300,   36.84,  -107.91,  P#M , AZCN5 AZTEC                      , NM,       1902,0 PROF
746400,   36.07,   -99.22,  P#N , VCIO2 VICI                       , OK,       648 ,0 PROF
746410,   36.43,   -99.53,  KWWR, WEST WOODWARD                    , OK,       667 ,0 TAF 8-09
746470,   36.69,   -97.48,  P#O , LMNO2 LAMONT                     , OK,       306 ,0 PROF
746480,   35.68,   -95.86,  P#P , HKLO2 HASKELL/MORRIS             , OK,       219 ,0 PROF NEW LOC
746490,   34.98,   -97.52,  P#Q , PRCO2 PURCELL                    , OK,       331 ,0 PROF
746620,   36.88,   -89.97,  P#R , BLMM7 BLOOMFIELD                 , MO,       130 ,0 PROF
746716,   36.97,   -86.42,  KBWG, BOWLING GREEN                    , KY,       167 ,0 TAF 2-99
746943,   36.27,   -76.18,  KECG, ELIZABETH CITY(CGS)              , NC,       4   ,0 TAF 2-99
747185,   32.83,  -115.58,  KIPL, IMPERIAL -17 TAF-99              , CA,       0   ,0
747187,   33.63,  -116.17,  KTRM, THERMAL AIRPORT -36-93 TAF-99    , CA,       0   ,0 3-93 TAF 2-99
747188,   33.62,  -114.72,  KBLH, BLYTHE AIRPORT                   , CA,       121 ,0 NASA-JSC 3-93 TAF 2-99
747310,   35.08,  -103.61,  P#S , TCUN5 TUCUMCARI                  , NM,       1241,0 PROF
747320,   33.08,  -106.12,  HMN , HOLLOMAN AFB                     , UA,       1300,0 FORMER WSR88D 3-93
747330,   32.90,  -106.40,  E28 , NORTHRUP STRIP                   , NM,       1193,0 NASA-JSC
747350,   33.02,  -100.98,  P#T , JTNT2 JAYTON                     , TX,       707 ,0 PROF
747400,   30.50,   -99.77,  JCT , JUNCTION (ASOS)                  , TX,       522 ,0 TAF 7-07
747500,   31.78,   -95.71,  P#U , PATT2 PALESTINE                  , TX,       119 ,0 PROF
747520,   34.11,   -94.29,  P#V , DQUA4 DEQUEEN                    , AR,       195 ,0 PROF
747530,   31.90,   -92.78,  P#W , WNFL1 WINNFIELD                  , LA,       93  ,0 PROF
747685,   30.40,   -89.07,  KGPT, GULFPORT-BILOXI                  , MS,       9   ,0 TAF 2-99
747690,   34.09,   -88.86,  P#X , OKOM6 OKOLONA                    , MS,       125 ,0 PROF
747800,   31.90,   -81.63,  U#9 , FORT STEWART                     , UA,       27  ,0 FORMER 3-93
747810,   30.89,   -83.01,  VAD , MOODY AFB                        , GA,       77  ,0 WSR88D 3-93
747900,   33.97,   -80.47,  KSSC, SHAW AFB/SUMTER                  , SC,       74  ,0 USR RQST 7-11
747910,   33.68,   -78.93,  KMYR, MYRTLE BEACH(CIV)                , SC,       8   ,0 METAR/TAF 2-99
747915,   33.82,   -78.72,  KCRE, NORTH MYRTLE BEACH               , SC,       10  ,0 TAF 2-99
747940,   28.47,   -80.55,  XMR , CAPE CANAVERAL                   , UA,       3   ,0 NA110 NASA-JSC
760013,   32.55,  -116.97,  MMTJ, TIJUANA INTL ARPT                , MX,       152 ,0 METAR/TAF 2-99
760053,   32.63,  -115.24,  MMML, MEXICALI INTL ARPT               , MX,       22  ,0 METAR/TAF 2-99
760753,   31.63,  -106.43,  MMCS, CIUDAD JUAREZ INTL               , MX,       1171,0 METAR/TAF 2-99
761510,   28.88,  -118.30,  ILS , ISLA GUADALUPE B.C.              , --,       6   ,0
761600,   29.07,  -110.97,  MMHO, HERMOSILLO INTL                  , MX,       211 ,0 METAR/TAF 2-99
762253,   28.70,  -105.97,  MMCU, CHIHUAHUA INTL ARPT              , UA,       1360,0 NA110 METAR 2-99
762530,   27.32,  -112.30,  MMCN, SANTA ROSALIA                    , MX,       75  ,0 METAR/TAF 2-99
762555,   27.97,  -110.93,  MMGM, GUAYMAS INTL ARPT                , MX,       27  ,0 METAR/TAF 2-99
762560,   27.95,  -110.80,  EMP , EMPALME SON.                     , UA,       12  ,0
762863,   27.43,   -99.57,  MMNL, NUEVO LAREDO INTL                , MX,       148 ,0 METAR/TAF 2-99
763503,   26.02,   -98.23,  MMRX, REYNOSA INTL ARPT                , MX,       39  ,0 METAR/TAF 2-99
763820,   25.53,  -103.45,  MMTC, TORREON AIRPORT                  , --,       1124,0 3-93
763940,   25.87,  -100.20,  MTY , MONTERREY AEROPUERTO N.L.        , UA,       450 ,0 NA110
763943,   25.78,  -100.10,  MMMY, MONTERREY/GEN MARIA              , MX,       387 ,0 METAR/TAF 2-99
763993,   25.77,   -97.53,  MMMA, MATAMOROS INTL                   , MX,       8   ,0 METAR/TAF 2-99
764050,   24.17,  -110.42,  LAP , PAZ B.C.                         , UA,       10  ,0 3-93
764055,   24.07,  -110.37,  MMLP, LA PAZ INTL AIRPORT              , MX,       21  ,0 METAR/TAF 2-99
764056,   23.15,  -109.70,  MMSD, SAN JOSE DEL CABO                , MX,       109 ,0 METAR/TAF 2-99
764120,   24.82,  -107.40,  MMCL, CULIACAN (CITY)                  , MX,       39  ,0 METAR/TAF 2-99
764235,   24.13,  -104.53,  MMDO, DURANGO AIRPORT                  , MX,       1857,0 METAR/TAF 2-99
764580,   23.20,  -106.42,  MZT , MAZATLAN SIN.                    , UA,       4   ,0
764593,   23.17,  -106.27,  MMMZ, MAZATLAN/G. BUELNA               , MX,       10  ,0 METAR/TAF 2-99
764910,   23.73,   -99.13,  CVM , CIUDAD VICTORIA TAMPS.           , --,       321 ,0 3-93
764915,   23.72,   -98.97,  MMCV, CIUDAD VICTORIA APT              , MX,       238 ,0 METAR/TAF 2-99
765255,   22.90,  -102.68,  MMZC, ZACATECAS ARPT                   , MX,       2140,0 METAR/TAF 2-99
765390,   22.15,  -100.98,  MMSP, SAN LUIS POTOSI                  , MX,       1903,0 METAR/TAF 2-99
765493,   22.28,   -97.87,  MMTM, TAMPICO/GEN FJ MINA              , MX,       24  ,0 3-93 METAR 2-99
765710,   21.88,  -102.30,  MMAS, AGUASCALIENTES                   , MX,       1885,0 METAR/TAF 2-99
765906,   21.03,   -86.87,  MMUN, CANCUN INTL AIRPORT              , MX,       5   ,0 METAR/TAF 2-99
766013,   20.68,  -105.25,  MMPR, PUERTO VALLARTA/LIC              , MX,       6   ,0 METAR/TAF 2-99
766133,   20.52,  -103.32,  MMGL, DON MIGUEL/GUADALAJ              , MX,       1528,0 METAR/TAF 2-99
766440,   20.98,   -89.65,  MMMD, MERIDA INTL ARPT                 , UA,       10  ,0 3-93 METAR 2-99
766493,   20.53,   -86.93,  MMCZ, COZUMEL (CIV/MIL)                , MX,       5   ,0 METAR/TAF 2-99
766534,   19.15,  -104.57,  MMZO, MANZANILLO INTL                  , MX,       8   ,0 METAR/TAF 2-99
766655,   19.85,  -101.03,  MMMM, MORELIA NEW                      , MX,       1833,0 METAR/TAF 2-99
766753,   19.35,   -99.57,  MMTO, TOLUCA/JOSE MARIA                , MX,       2576,0 METAR/TAF 2-99
766793,   19.43,   -99.10,  MMMX, MEXICO CITY/LICENCI              , UA,       2238,0
766913,   19.15,   -96.18,  MMVR, GEN. HERIBERTO JARA              , MX,       29  ,0 METAR/TAF 2-99
767383,   18.10,   -94.58,  MMMT, MINATITLAN                       , MX,       40  ,0 METAR/TAF 2-99
767493,   18.65,   -91.80,  MMCE, CIUDAD DEL CARMEN                , MX,       2   ,0 METAR/TAF 2-99
767584,   17.60,  -101.47,  MMZH, IXTAPA-ZIHUATANEJO               , MX,       6   ,0 METAR/TAF 2-99
768050,   16.83,   -99.92,  ACA , PULCO GRO.                       , --,       3   ,0
768056,   16.77,   -99.75,  MMAA, ACAPULCO/G. ALVAREZ              , MX,       5   ,0 METAR/TAF 2-99
768485,   15.78,   -96.27,  MMBT, BAHIAS DE HUATULCO               , MX,       143 ,0 METAR/TAF 2-99
769043,   14.78,   -92.38,  MMTP, TAPACHULA                        , MX,       29  ,0 METAR/TAF 2-99
780160,   32.37,   -64.68,  TXKF, BERMUDA NAS/KINDLEY              , UA,       3   ,0 NA110
780610,   26.70,   -78.97,  MYGW, WEST END INTL ARPT               , BA,       4   ,0 METAR/TAF 2-99
780620,   26.55,   -78.69,  MYGF, FREEPORT INTL ARPT               , BA,       11  ,0 METAR/TAF 2-99
780700,   25.73,   -79.30,  MYBS, ALICE TOWN/S BIMINI              , BA,       3   ,0 METAR/TAF 2-99
780730,   25.05,   -77.47,  MYNN, NASSAU INTL AIRPORT              , UA,       7   ,0 NA110 3-93
780920,   23.50,   -75.76,  MYEG, GEORGE TOWN/EXUMA                , BA,       3   ,0 METAR/TAF 2-99
782210,   21.83,   -82.78,  MUNG, NUEVA GERONA (MIL)               , CU,       23  ,0 METAR/TAF 2-99
782240,   22.98,   -82.40,  MUHA, HAVANA/JOSE MARTI                , CU,       59  ,0 METAR/TAF 2-99
782290,   23.13,   -81.28,  MUVR, VARADERO                         , CU,       3   ,0 METAR/TAF 2-99
782550,   21.42,   -77.85,  MUCM, CAMAGUEY/IGANCIO                 , UA,       122 ,0 3-93 METAR 2-99
782560,   20.33,   -77.12,  MUMZ, MANZANILLO                       , CU,       60  ,0 METAR/TAF 2-99
782593,   20.40,   -76.62,  MUBY, BAYAMO                           , CU,       64  ,0 METAR/TAF 2-99
782640,   19.96,   -75.85,  MUCU, SANTIAGO DE CUBA                 , CU,       69  ,0 METAR/TAF 2-99
782670,   20.08,   -75.15,  MUGT, GUANTANAMO                       , CU,       8   ,0 METAR/TAF 2-99
782680,   20.35,   -74.50,  MUBA, BARACOA (CIV/MIL)                , CU,       9   ,0 METAR/TAF 2-99
782684,   20.65,   -74.92,  MUMO, MOA (MIL)                        , CU,       5   ,0 METAR/TAF 2-99
783334,   21.62,   -81.55,  MUCL, CAYO LARGO DEL SUR               , CU,       2   ,0 METAR/TAF 2-99
783460,   21.78,   -78.78,  MUCA, CIEGO AVILA/VENEZUE              , CU,       26  ,0 METAR/TAF 2-99
783570,   20.95,   -76.94,  MUVT, LAS TUNAS/VICTORIA               , CU,       106 ,0 METAR/TAF 2-99
783670,   19.90,   -75.12,  MUGM, GUANTANAMO BAY NAS               , CU,       23  ,0 METAR/TAF 2-99
783840,   19.28,   -81.35,  MWCR, OWEN ROBERTS INTL                , GC,       3   ,0 3-93 METAR 2-99
783880,   18.50,   -77.92,  MKJS, SANGSTER/MONTEGO                 , JM,       3   ,0 METAR/TAF 2-99
783970,   17.93,   -76.78,  MKJP, NORMAN MANLEY/KINGS              , JM,       9   ,0 METAR/TAF 2-99
784090,   19.75,   -72.18,  MTCH, CAP-HAITIEN INTL                 , HA,       3   ,0 METAR/TAF 2-99
