  ISU IEM BUFKIT STATION LISTING 20230730 - MODIFIED BY KYLE J GILLETT
------------------------------------------------------------------------
Entries may be added, deleted, or edited, BUT FORMAT MUST BE MAINTAINED.
------------------------------------------------------------------------
NUM numbers must be sequential.      Coordinates are in decimal degrees.
------------------------------------------------------------------------

NUM,LAT,LON,ID,NAME,LOC,EL(m),NOTE
000943,   36.30,   -74.60,  OPA5, ATLANTIC OCE OPC-03              , AN,       0   ,0
000944,   35.60,   -73.80,  OPA6, ATLANTIC OCE OPC-03              , AN,       0   ,0
000945,   34.90,   -70.80,  OPA7, ATLANTIC OCE OPC-03              , AN,       0   ,0
000946,   33.80,   -76.00,  OPA8, ATLANTIC OCE OPC-03              , AN,       0   ,0
000947,   32.80,   -72.30,  OPA9, ATLANTIC OCE OPC-03              , AN,       0   ,0
000948,   48.10,  -130.50,  OPP1, PACIFIC OCE OPC-03               , AN,       0   ,0
000949,   48.10,  -126.60,  OPP2, PACIFIC OCE OPC-03               , AN,       0   ,0
000950,   45.30,  -129.70,  OPP3, PACIFIC OCE OPC-03               , AN,       0   ,0
000951,   45.30,  -125.60,  OPP4, PACIFIC OCE OPC-03               , AN,       0   ,0
000952,   41.75,  -129.90,  OPP5, PACIFIC OCE OPC-03               , AN,       0   ,0
000953,   41.90,  -125.80,  OPP6, PACIFIC OCE OPC-03               , AN,       0   ,0
000954,   39.20,  -125.50,  OPP7, PACIFIC OCE OPC-03               , AN,       0   ,0
000955,   39.20,  -125.50,  OPP8, PACIFIC OCE OPC-03               , AN,       0   ,0
000956,   36.40,  -125.40,  OPP9, PACIFIC OCE OPC-03               , AN,       0   ,0
000957,   34.60,  -122.30,  OPPA, PACIFIC OCE OPC-03               , AN,       0   ,0
000958,   34.60,  -122.30,  OPPB, PACIFIC OCE OPC-03               , AN,       0   ,0
000959,   30.90,  -121.50,  OPPC, PACIFIC OCE OPC-03               , AN,       0   ,0
000960,   29.60,  -117.00,  OPPD, PACIFIC OCE OPC-03               , AN,       0   ,0
001001,   32.13,    -7.88,  BEN , GUER                             , IR,       411 ,0
001006,   41.89,   -72.71,  P#1 , C3 BLOOMFIELD                    , CT,       56  ,0 PROF 3-93
001384,   60.20,    11.10,  XDIO, O/GARDERMO                       , EN,       206 ,0
002460,   59.67,    17.93,  SSA , CKHOLM/ARLAN                     , DA,       61  ,0
002465,   59.35,    17.95,  XZGK, CKHOLM/BROM                      , MA,       22  ,0
002974,   60.32,    24.97,  XUPC, SINKI FINLAND                    , --,       58  ,0
003005,   60.13,    -1.18,  XJPJ, WICK UNITED KINGDOM              , --,       82  ,0
003135,   56.50,    -4.58,  EGPK, STWICK SCOTLAND                  , --,       20  ,0 NASA ISS 10-13
003357,  -33.00,   -57.00,  URU , TRAL URUGU                       , AY,       0   ,0
003644,   51.68,    -1.78,  GVA , RFORD R                          , AF,       87  ,0
003649,   51.75,    -1.58,  GVN , NORTON                           , UK,       0   ,0
003772,   51.29,    -0.27,  EGL , DON/HEATHROW                     , UK,       24  ,0
003957,   52.25,    -6.33,  XBWI, SLARE IRELAND                    , --,       25  ,0
004018,   63.97,   -22.60,  XEPE, LAVIK ICELAND                    , --,       37  ,0
006181,   55.77,    12.53,  XNCW, ENHAVN DENMARK                   , --,       40  ,0
006200,   52.03,     4.35,  XTFH, NBURG HOLLAND -2                 , --,       0   ,0
006451,   50.90,     4.47,  XQVG, SSELS AEROPO                     , RT,       39  ,0
006610,   46.82,     6.95,  XSIR, ERNE SWITZERLAND                 , --,       501 ,0
007149,   48.73,     2.40,  XVKK, IS/OR                            , LY,       89  ,0
008001,   43.37,    -8.42,  XYEO, CORUNA SPAIN                     , --,       67  ,0
008160,   41.67,    -1.02,  ZZA , AGOZA SPAIN                      , --,       257 ,0 NASA-JSC 3-93
008397,   37.17,    -5.62,  EMO , ON                               , --,       88  ,0
008594,   16.75,   -22.95,  VAC , LCAR CABRAL(SA L)                , --,       54  ,0
021982,   70.97,  -178.53,  U#2 , OSTROV VRANGELYA RUSSIA          , UA,       3   ,0 ALA23 3-93
025173,   68.92,  -179.48,  UHMI, MYS SCHMIDT                      , UA,       7   ,0 2-95
025399,   66.17,  -169.83,  U#C , MYS WELLEN                       , UA,       7   ,0 2-95
025551,   64.68,   170.42,  UHMA, MARKOVO RUSSIA                   , UA,       22  ,0 ALA23 3-93
025563,   64.73,   177.50,  UHAZ, ANADYR RUSSIA                    , UA,       5   ,0 ALA23 3-93
025677,   63.05,   179.32,  U#6 , UGOLNAJA RUSSIA                  , UA,       85  ,0 ALA23 3-93
028952,   53.21,    63.55,  UAUU, TANAI                            , KZ,       182 ,0 NASA ISS 10-13
035363,   50.22,    66.83,  ARK1, ALYK                             , KZ,       343 ,0 NASA ISS 10-13
035394,   49.80,    73.15,  UAKK, AGANDA                           , KZ,       553 ,0 NASA ISS 10-13
041001,   34.90,   -73.00,  B#1 , BUOY E HATTERAS A-93             , TL,       0   ,0
041002,   32.30,   -75.20,  B#2 , BUOY S HATTERAS A-93             , TL,       0   ,0
041004,   32.50,   -79.07,  B#T , BUOY E SAVANNAH A OPC-03         , TL,       0   ,0
041006,   29.30,   -77.40,  B#3 , BUOY E DAYTONA A-93              , TL,       0   ,0
041010,   28.90,   -78.50,  B#4 , BUOY CANAVERAL EAST A NASA-JSC-  , TL,       0   ,0
042001,   25.90,   -89.70,  B#5 , BUOY MID GULF M FOUS(G2GFD)-93   , EX,       0   ,0
042002,   25.90,   -93.60,  B#6 , BUOY W GULF M FOUS(G2GFE)-93     , EX,       0   ,0
042003,   25.90,   -85.90,  B#7 , BUOY E GULF M NASA-JSCFOUS(B)    , EX,       0   ,0
042019,   27.90,   -95.00,  B#8 , BUOY LANELLE GULF M-93           , OF,       0   ,0
042020,   27.00,   -96.50,  B#9 , BUOY EILEEN GULF M-93            , OF,       0   ,0
044004,   38.50,   -70.70,  C7H , BUOY HOTEL A FOUS-93             , TL,       0   ,0
044005,   42.60,   -68.60,  9B6 , BUOY GULF A FOUS-93              , ME,       0   ,0
044008,   40.50,   -69.40,  B#A , BUOY NANTUCKET A-93              , TL,       0   ,0
044009,   38.50,   -74.70,  B#W , BUOY E FENWICK A-01              , IL,       0   ,0
044011,   41.10,   -66.60,  B#B , BUOY GEORGES BANK A-93           , TL,       0   ,0
044014,   36.60,   -74.80,  B#S , BUOY E MACKAY A-01               , IL,       0   ,0
044017,   40.70,   -72.10,  B#V , BUOY SW0 MONTAUK ATL             , --,       23  ,0 7-07
044025,   40.30,   -73.20,  B#Q , BUOY A T. Salem-99               , TL,       0   ,0
044027,   44.30,   -67.30,  JPB , JONESPORT BUOY G MAINE A Usr RQ  , TL,       0   ,0
044065,   40.37,   -73.70,  B#X , BUOY AMBROSE LIGHT A Usr Rqst-0  , RL,       0   ,0
045001,   48.06,   -87.78,  LS1 , BUOY MID LAKE SUPERIOR           , OR,       183 ,0 6-02
045002,   45.33,   -86.42,  LM1 , BUOY NORTHERN LAKE MICH          , CH,       177 ,0 6-02
045003,   45.35,   -82.84,  LH1 , BUOY NORTHERN LAKE HURON         , ON,       177 ,0 4-02
045004,   47.56,   -86.55,  LS2 , BUOY EASTERN LAKE SUPERIOR       , OR,       183 ,0 6-02
045005,   41.68,   -82.40,  LE1 , BUOY WESTERN LAKE ERIE           , IE,       174 ,0 6-02
045006,   47.32,   -89.87,  LS3 , BUOY WESTERN LAKE SUPERIOR       , OR,       183 ,0 6-02
045007,   42.67,   -87.02,  LM2 , BUOY SOUTHERN LAKE MICH          , CH,       177 ,0 6-02
045008,   44.28,   -82.42,  LH2 , BUOY SOUTHERN LAKE HURON         , ON,       177 ,0 4-02
045012,   43.62,   -77.41,  LO1 , BUOY CENTER LAKE ONTARIO         , IO,       75  ,0 4-02
045132,   42.47,   -81.22,  LE2 , BUOY BUOY PORT STANLEY           , EY,       174 ,0 6-02
045139,   43.40,   -79.45,  LO2 , BUOY WESTERN LAKE ONTARIO        , IO,       75  ,0 6-02
045142,   42.74,   -79.35,  LE3 , BUOY PORT COLBORNE               , NE,       174 ,0 6-02
046001,   56.30,  -148.20,  B#C , BUOY GULF P-93                   , AK,       0   ,0
046002,   42.50,  -130.50,  B#D , BUOY OREGON P-93                 , AC,       0   ,0
046003,   51.90,  -155.90,  B#E , BUOY S ALEUTIANS P-93            , AC,       0   ,0
046005,   46.10,  -131.00,  B#F , BUOY WASHINGTON P-93             , AC,       0   ,0
046006,   40.90,  -137.50,  B#G , BUOY PAPA P-93                   , SE,       0   ,0
046014,   39.20,  -124.00,  B#H , BUOY ARENA P-93                  , PT,       0   ,0
046015,   42.75,  -124.82,  B015, BUOY W CAPE BLANCO P Usr Rqst-0  , AC,       0   ,0
046029,   46.20,  -124.20,  B#J , BUOY COL RIVER BAR P-93          , AC,       0   ,0
046030,   40.40,  -124.50,  B#K , BUOY BLUNTS REEF P-93            , AC,       0   ,0
046035,   57.00,  -177.70,  B#L , BUOY BERING SEA P-93             , AC,       0   ,0
046047,   32.40,  -119.50,  B#U , BUOY W SAN DIEGO P OPC-03        , AC,       0   ,0
046086,   32.49,  -118.03,  B086, MENTE BASIN BUOY (4608) NASA OR  , --,       0   ,0
051001,   23.40,  -162.30,  B#M , BUOY KAUAI P FOUS-93             , AC,       0   ,0
051002,   17.20,  -157.80,  B#N , BUOY S OAHU P-93                 , AC,       0   ,0
051003,   19.30,  -160.80,  B#O , BUOY S KAUAI P-93                , AC,       0   ,0
051004,   17.40,  -152.50,  B#P , BUOY HAWAII P FOUS-93            , AC,       0   ,0
062400,   52.31,     4.76,  EHAM, TERDAM AIRPORT NETHERLAN -2 Kli  , DS,       0   ,0
062900,   52.28,     6.89,  EHTW, CHEDE APT TWENTE NETHERLA        , ND,       35  ,0 Lowinski/Ubimet 05-11
070341,   59.77,  -151.17,  HOM , HMRA2 HOMER                      , AK,       296 ,0 PROF
070930,   48.98,     6.25,  LFJL, Z-NANCY-LORRAINE APT FRAN        , CE,       265 ,0 Lowinski/Ubimet 05-11
072253,   29.70,   -98.01,  SAT , AUSTIN/SAN ANTONIO               , TX,       219 ,0 WSR88D FOUS
072327,   36.25,   -86.57,  BNA , NASHVILLE/BERRY                  , UA,       180 ,0 NA110 FOUS
072356,   36.18,   -95.56,  TUL , TULSA                            , OK,       226 ,0 WSR88D FOUS 3-93
072384,   35.24,  -119.03,  BFL , BAKERSFIELD                      , CA,       154 ,0 WRGN 8-97
072434,   38.62,   -90.18,  STL , ST. LOUIS                        , MO,       139 ,0 FOUS
072464,   38.46,  -104.18,  PUB , PUEBLO                           , CO,       1618,0 WSR88D 3-93
072524,   41.50,   -81.60,  CLE , CLEVELAND                        , OH,       213 ,0 FOUS
072578,   43.11,  -112.68,  PIH , POCATELLO/IDAHO FALLS            , ID,       1382,0 WSR88D FOUS 3-93
072783,   47.47,  -115.80,  S06 , MULLAN                           , ID,       1011,0 WRGN 8-97
081810,   41.28,     2.07,  LEBL, BARCELO                          , NA,       6   ,0 Baker/UPS 11-08
082220,   40.42,    -4.25,  XEDD, RID SPAIN (4NASA)                , --,       820 ,0
082840,   39.50,    -0.47,  LEVC, VALENC                           , IA,       62  ,0 Baker/UPS 11-08
090001,   36.50,  -100.80,  G#1 , PERRYTON                         , TX,       893 ,0 GUFMEX 12-93
090002,   30.30,  -101.70,  G#2 , SHEFFIELD                        , TX,       726 ,0 GUFMEX 12-93
090003,   27.70,  -102.50,  G#3 , MUZQUIZ COAH                     , MX,       1247,0 GUFMEX 12-93
090004,   30.50,   -99.10,  G#4 , FREDRICKSBURG                    , TX,       504 ,0 GUFMEX 12-93
090005,   28.40,   -98.70,  G#5 , COTULLA                          , TX,       98  ,0 GUFMEX 12-93
090006,   26.30,   -98.80,  G#6 , RIO GRANDE CITY                  , TX,       53  ,0 GUFMEX 12-93
090007,   24.40,   -97.40,  G#7 , W. GULF MEXICO GFMX #7 GUFMEX-9  , OF,       0   ,0
090008,   25.90,   -95.30,  G#8 , W. GULF MEXICO GFMX #8 GUFMEX-9  , OF,       0   ,0
090009,   24.50,   -94.40,  G#9 , W. GULF MEXICO GFMX #9 GUFMEX-9  , OF,       0   ,0
090010,   23.30,   -95.60,  G#A , W. GULF MEXICO GFMX# OF0         , OF,       0   ,0 GUFMEX 12-93
090011,   18.30,   -94.20,  G#B , COATZACOALCOS V.C. GUFMEX-93     , MX,       0   ,0 GUFMEX 12-93
090012,   21.40,   -93.10,  G#C , BAY CAMPECHE GFMX# OF0           , OF,       0   ,0 GUFMEX 12-93
090013,   23.30,   -91.60,  G#D , GULF MEXICO GFMX# OF0            , OF,       0   ,0 GUFMEX 12-93
090014,   23.70,   -88.70,  G#E , GULF MEXICO GFMX# OF0            , OF,       0   ,0 GUFMEX 12-93
090015,   23.00,   -85.00,  G#F , GULF MEXICO GFMX# OF0            , OF,       0   ,0 GUFMEX 12-93
090016,   23.50,   -98.00,  G#G , NORTH TAMPICO TAMPS.             , OF,       77  ,0 8-97
099001,   46.02,   -91.45,  HYR , HAYWARD MUNI AIRPOR              , WI,       370 ,0 J. Eise 2-99
099002,   38.83,   -82.80,  PMH , PORTSMOUTH                       , OH,       186 ,0 DiStefano 2-99
099006,   38.88,   -78.52,  WOO , WOODSTOCK                        , VA,       251 ,0 T. Salem 2-99
099007,   39.62,   -78.76,  CBE , CUMBERLAND                       , MD,       183 ,0 T. Salem 2-99
099008,   39.61,   -77.01,  W54 , WESTMINSTER                      , MD,       244 ,0 T. Salem 2-99
102240,   53.05,     8.79,  EDDW, MEN AIRPORT GERMA                , NY,       4   ,0 Lowinski/Ubimet 05-11
103840,   52.47,    13.40,  XTXQ, LIN/TEMPELH                      , OF,       50  ,0
105130,   50.87,     7.15,  DDK , N/BO                             , NN,       91  ,0
106370,   50.05,     8.58,  XJEI, NKFURT/MA                        , IN,       112 ,0
108660,   48.35,    11.78,  EDDM, CHEN/MUNICH ARPT GERMA           , NY,       453 ,0 Klipfel/Delta 04-11
110100,   48.23,    14.19,  LOWL, Z/BLUE DANUBE ARPT AUSTR         , IA,       298 ,0 Lowinski/Ubimet 05-11
110360,   48.12,    16.57,  LOWW, VIEN                             , NA,       183 ,0 Baker/UPS 11-08
115180,   50.10,    14.26,  LKPR, HA/RUZYNE AIRPORT CZECH R        , EP,       380 ,0 Lowinski/Ubimet 05-11
121500,   54.38,    18.47,  XTRG, N                                , SK,       149 ,0
123750,   52.17,    20.97,  EPWA, WARSAW/OKEC                      , IE,       107 ,0 Baker/UPS 11-08
124240,   51.10,    16.89,  EPWR, ERNICUS ARPT WROCLOW POLA        , ND,       123 ,0 Lowinski/Ubimet 05-11
128430,   47.43,    19.18,  XGLD, APEST/LORI                       , NC,       140 ,0
132750,   44.78,    20.53,  XGLV, GRA                              , DE,       243 ,0
154210,   44.57,    26.09,  LROP, COANDA ARPT ROMAN                , IA,       96  ,0 Lowinski/Ubimet 05-11
161050,   45.50,    12.33,  LIPZ, VENICE/MARCO POLO INT 'L         , --,       2   ,0 Baker/UPS 11-08
162390,   41.80,    12.60,  LIRA, ROME/CIAMPI                      , NO,       130 ,0 Baker/UPS 11-08
162420,   41.80,    12.23,  LIRF, A FIUMICINO ITA                  , LY,       2   ,0 Klipfel/Delta 04-11
167460,   35.53,    24.15,  GSA , CRETE                            , DA,       0   ,0
170620,   40.97,    29.08,  XVWN, ANBUL/GOZTE                      , PE,       40  ,0
171280,   40.13,    33.00,  TAC , ARA/ESENBO                       , GA,       949 ,0
172800,   37.75,    40.20,  TCC , ARKAB                            , IR,       667 ,0
176060,   35.15,    33.28,  XROO, IA                               , --,       224 ,0
255940,   64.43,  -173.23,  UHMD, PROVIDENJA BAY                   , UA,       3   ,0 ALA23 3-93
260630,   59.58,    30.18,  XWOR, INGR                             , AD,       4   ,0
276120,   55.75,    37.57,  XFNY, COW/DOMODED                      , OV,       187 ,0
296340,   55.03,    82.90,  XIOH, O-SIBIR                          , SK,       143 ,0
319600,   43.12,   131.90,  XRTJ, DIVOST                           , OK,       78  ,0
368700,   43.23,    76.93,  UAAA, ALMATY KHAZAKSTAN                , --,       847 ,0 Baker/UPS 11-08
375490,   41.68,    44.95,  XWVW, SI                               , --,       490 ,0
383531,   43.07,    74.47,  UAFM, (USAF reques t)                  , US,       637 ,0 Lenhart 8-06
384570,   41.27,    69.27,  XTFZ, HKE                              , NT,       491 ,0
402700,   31.98,    35.98,  XWOR, AIRPO                            , RT,       767 ,0
402900,   31.87,    35.22,  XNJM, USALEM/ATAROT ISRAEL             , --,       759 ,0
404370,   24.88,    46.77,  ERK , ADH SAUDI ARABIA                 , UA,       611 ,0
404380,   24.72,    46.72,  RIY , ADH SAUDI ARABIA                 , --,       612 ,0
405820,   29.22,    47.98,  KUW , AIT AIRPORT KUWAIT               , UA,       56  ,0
406080,   36.32,    43.15,  ORBM, (USAF reques t)                  , UL,       223 ,0 Lenhart 8-06
406500,   33.22,    44.23,  BAD , HDAD IRAQ                        , --,       35  ,0
406890,   30.57,    47.78,  BAS , IRAQ                             , RA,       2   ,0
406900,   28.00,    49.00,  P01 , SIAN GULF POINT                  , --,       1   ,0
406910,   27.00,    50.00,  P02 , SIAN GULF POINT                  , --,       2   ,0
407540,   35.68,    51.32,  XHNX, ERAN/MEHRAB                      , AD,       1191,0
408290,   31.05,    61.47,  OIZB, (USAF reques t)                  , OL,       489 ,0 Lenhart 8-06
409540,   34.42,    70.47,  OAJL, ALABAD (USAF reques t)           , --,       580 ,0 Lenhart 8-06
409900,   31.31,    65.85,  OAKN, DAHAR AIRPT(USAF reques t)       , --,       1017,0 Lenhart 8-06
411700,   25.25,    51.57,  OTBD, A INTL (USAF reques t)           , --,       10  ,0 Lenhart 8-06
411940,   25.25,    55.33,  OMDB, DUBAI INT'L                      , PT,       5   ,0 Baker/UPS 11-08
412170,   24.42,    54.65,  OMAA, DHABI INTL(USAF reques t)        , --,       27  ,0 Lenhart 8-06
420200,   76.53,   -68.75,  BGTL, THULE AB                         , UA,       59  ,0 3-93
421820,   28.58,    77.20,  XQSC, DELHI/SAFDARJU                   , NG,       281 ,0
431500,   17.72,    83.30,  VIS , AKHAPATN                         , AM,       66  ,0
443850,   43.20,   107.17,  XUUI, BOGD MONGOLIA                    , --,       914 ,0
444540,   27.70,    85.37,  XMYQ, MANDU NEPAL                      , --,       1348,0
450040,   22.32,   114.17,  XUSB, G'S PARK HONG KONG               , --,       65  ,0
466920,   25.03,   121.52,  XQBV, PEI FORMOSA                      , --,       9   ,0
469020,   10.72,   115.83,  XNPM, SHAN CHINA                       , --,       5   ,0
471100,   37.55,   126.80,  RKS , UL/KIMPO INTL KOR                , EA,       26  ,0
471530,   35.18,   128.93,  RKPK, HAE AIRPORT SOUTH KOR            , EA,       4   ,0 Klipfel/Delta 04-11
475800,   40.70,   141.37,  RJSM, AWA AFB JAPAN                    , --,       36  ,0
476350,   35.25,   136.93,  RJGG, OYA AIRPORT JAP                  , AN,       14  ,0 Klipfel/Delta 04-11
476710,   35.55,   139.78,  RJTT, INTL JAP                         , AN,       8   ,0
476860,   35.76,   140.38,  RJAA, ITA-TOKYO JAPAN AIRPO            , RT,       44  ,0 Klipfel/Delta 04-11
477720,   34.68,   135.53,  XSDK, JAPAN                            , KA,       50  ,0
486010,    5.30,   100.27,  WMKP, PENANG INT'L                     , PT,       3   ,0 Baker/UPS 11-08
486470,    2.75,   101.72,  WMKK, KUALA LUMPUR INT'L               , PT,       21  ,0 Baker/UPS 11-08
486870,    1.38,   103.72,  XCCE, GAPORE/TENG                      , AH,       15  ,0
488200,   21.02,   105.80,  XMXC, OI/GIAL                          , AM,       9   ,0
489000,   10.82,   106.67,  XAUT, GON (HO CHI MINH VILL E)         , --,       6   ,0
503530,   51.72,   126.65,  XHEW, A CHINA                          , --,       178 ,0
545110,   39.80,   116.47,  XIQL, JING CHINA                       , --,       32  ,0
548570,   36.07,   120.33,  ZSQD, QINGDAO LIUTING INT'L            , PT,       77  ,0 Baker/UPS 11-08
562940,   30.67,   104.02,  XLIC, NGDU CHINA                       , --,       508 ,0
570360,   34.30,   108.93,  XYBH, N CHINA                          , --,       398 ,0
583670,   31.17,   121.43,  XBNI, NGHAI CHINA                      , --,       5   ,0
600300,   27.93,   -15.38,  CLP , PALMAS/GAN                       , DO,       25  ,0
601550,   33.57,    -7.67,  XSCW, ABLANCA MOROCCO                  , --,       61  ,0
602300,   31.62,    -8.03,  XKAI, RAKE                             , CH,       468 ,0
606800,   22.82,     5.47,  AAT , ANRASSET/AGUEN                   , NA,       1377,0
610520,   13.48,     2.17,  DRRN, M                                , EY,       227 ,0
612230,   16.72,    -3.00,  GATB, BOUCTOU/TIMBUK                   , TU,       264 ,0
616410,   14.73,   -17.50,  GOOY, AR                               , --,       24  ,0
617010,   13.35,   -16.80,  BYD , JUL/YUNDUM GAMBIA                , --,       26  ,0
619670,   -7.30,    72.42,  JDG , GARC                             , IA,       2   ,0
622710,   24.22,    23.30,  XUHZ, LIBYA                            , RA,       407 ,0
623060,   31.33,    27.22,  XWWH, HATRUH EGYPT                     , SA,       28  ,0
637390,   -1.28,    36.83,  XRGB, ROBI/EASTLEIGH KENYA             , --,       1637,0
637910,   -3.42,    37.07,  XVKQ, IMANJARO AIRPO                   , RT,       891 ,0
638180,   -4.92,    38.23,  XUWP, BO                               , --,       411 ,0
642100,   -4.38,    15.45,  ZAA , SHASA/N'DJI                      , LI,       309 ,0
652010,    6.58,     3.33,  XQFA, OS/IKE                           , JA,       38  ,0
654620,    5.60,    -0.17,  DGAA, GHA                              , NA,       68  ,0 Klipfel/Delta 04-11
655480,    7.38,    -7.53,  XBZI, IVORY COAST                      , --,       336 ,0
655780,    5.25,    -3.93,  DIAP, DJAN/PORT BOU                    , ET,       8   ,0
656600,    6.23,   -10.37,  LRB , ERTS INTL/MONR                   , OV,       18  ,0
661600,   -8.85,    13.23,  FNLU, NDA ANGO                         , LA,       74  ,0 Klipfel/Delta 04-11
682880,  -24.37,    31.05,  AHS , DSPRU                            , IT,       519 ,0
688160,  -33.97,    18.60,  XLTK, ETOWN/MAL                        , AN,       46  ,0
700260,   71.30,  -156.78,  PABR, BARROW/POST-ROGERS               , AK,       4   ,0 GCIP 9-95 TAF 2-99
700860,   70.13,  -143.63,  PABA, BARTER ISLAND                    , AK,       16  ,0 ALA23 FOUS
701040,   68.88,  -166.13,  PALU, CAPE LISBURNE(AWOS)              , AK,       3   ,0 FOUS
701330,   66.87,  -162.63,  PAOT, KOTZEBUE/RALPH WIEN (AS          , UA,       5   ,0 ALA23 FOUS TAF 2-99
701620,   69.37,  -152.13,  PAUM, UMIAT                            , AK,       85  ,0
701740,   66.92,  -151.52,  PABT, BETTLES FIELD                    , AK,       196 ,0 FOUS TAF 2-99
701780,   65.17,  -152.10,  PATA, TANANA/CALHOUN MEM               , AK,       67  ,0 TAF 2-99
701940,   66.57,  -145.27,  PFYU, FORT YUKON (AWOS)                , AK,       131 ,0
702000,   64.50,  -165.43,  PAOM, NOME (ASOS)                      , AK,       7   ,0 GCIP 9-95 TAF 2-99
702070,   63.88,  -160.80,  PAUN, UNALAKLEET (AWOS)                , AK,       6   ,0 TAF 2-99
702120,   61.78,  -166.03,  PACZ, CAPE ROMANZOFF AWOS              , AK,       146 ,0 FOUS
702190,   60.78,  -161.80,  PABE, BETHEL AIRPORT                   , UA,       46  ,0 ALA23 FOUS TAF 2-99
702220,   64.73,  -156.93,  PAGA, GALENA AIRPORT                   , AK,       46  ,0 FOUS TAF 2-99
702310,   62.97,  -155.62,  PAMC, MCGRATH (ASOS)                   , UA,       103 ,0 ALA23 FOUS TAF 2-99
702315,   62.90,  -155.98,  PATL, TATALINA (AWOS)                  , AK,       294 ,0 TAF 2-99
702350,   61.10,  -155.58,  PASV, SPARREVOHN (AWOS)                , AK,       484 ,0 FOUS
702510,   62.30,  -150.10,  PATK, TALKEETNA (ASOS)                 , AK,       109 ,0 TAF 2-99
702550,   61.97,  -151.18,  PASW, SKWENTNA                         , AK,       45  ,0 NWS 3-05
702590,   60.57,  -151.25,  PAEN, KENAI MUNICIPAL                  , AK,       29  ,0 TAF 2-99
702610,   64.82,  -147.87,  PAFA, FAIRBANKS INTL ARPT              , AK,       138 ,0 GCIP 9-95 TAF 2-99
702650,   64.67,  -147.10,  PAEI, EIELSON AFB                      , AK,       167 ,0 METAR/TAF 2-99
702660,   63.97,  -145.70,  PABI, FT.GREELY/BIG DELTA              , UA,       398 ,0 TAF 2-99
702670,   64.00,  -145.73,  BIG , DELTA                            , AK,       391 ,0
702710,   62.15,  -145.45,  PAGK, GULKANA ARPT (AUT)               , AK,       481 ,0 TAF 2-99
702720,   61.25,  -149.80,  PAED, ELMENDORF AFB                    , AK,       65  ,0 METAR/TAF 2-99
702730,   61.17,  -150.02,  PANC, ANCHORAGE INTL ARPT (AS          , AK,       40  ,0 GCIP 9-95 TAF 2-99
702740,   61.60,  -149.08,  PAAQ, PALMER MUNICIPAL (ASOS)          , AK,       71  ,0 TAF 2-99
702750,   61.13,  -146.35,  PAVW, VALDEZ (COASTAL POINT)           , AK,       10  ,0
702770,   60.12,  -149.45,  PAWD, SEWARD (ASO S)                   , AK,       18  ,0 Nelson/NWS 11-08
702820,   64.78,  -141.15,  PAEG, EAGLE                            , AK,       268 ,0
702910,   62.97,  -141.93,  PAOR, NORTHWAY                         , AK,       525 ,0 FOUS TAF 2-99
702960,   60.50,  -145.50,  PACV, CORDOVA/MILE                     , AK,       13  ,0 13
703050,   58.65,  -162.07,  PAEH, CAPE NEWENHAM(AWOS)              , AK,       165 ,0 FOUS
703080,   57.15,  -170.22,  PASN, SAINT PAUL ISLAND (ASOS          , AK,       9   ,0 ALA23 FOUS TAF 2-99
703160,   55.20,  -162.73,  PACD, COLD BAY AIRPORT (ASOS)          , UA,       31  ,0 ALA23 FOUS TAF 2-99
703210,   59.05,  -158.52,  PADL, DILLINGHAM (AMOS)                , AK,       29  ,0 TAF 2-99
703260,   58.68,  -156.65,  PAKN, KING SALMON (ASOS)               , UA,       15  ,0 ALA23 FOUS TAF 2-99
703400,   59.75,  -154.92,  PAIL, ILIAMNA ARPT (ASOS)              , AK,       49  ,0 TAF 2-99
703410,   59.63,  -151.50,  PAHO, HOMER MUNICIPAL                  , AK,       22  ,0 METAR/TAF 2-99
703430,   59.43,  -146.33,  PAMD, MIDDLETON ISL. AMOS              , AK,       14  ,0
703500,   57.75,  -152.50,  PADQ, KODIAK (ASOS)                    , UA,       34  ,0 ALA23 FOUS TAF 2-99
703610,   59.52,  -139.67,  PAYA, YAKUTAT (ASOS)                   , UA,       9   ,0 NA110 ALA23 FOUS TAF 2-99
703620,   59.47,  -135.30,  PAGY, SKAGWAY (ASOS)                   , AK,       5   ,0 TAF 2-99
703670,   58.42,  -135.73,  PAGS, GUSTAVUS                         , AK,       9   ,0 TAF 2-99
703710,   57.07,  -135.35,  PASI, SITKA/JAPONSKI ARPT (AS          , AK,       20  ,0 TAF 2-99
703810,   58.37,  -134.58,  PAJN, JUNEAU INTL AIRPORT              , AK,       7   ,0 FOUS TAF 2-99
703860,   56.82,  -132.97,  PAPG, PETERSBURG == TAF-99             , AK,       0   ,0
703870,   56.48,  -132.37,  PAWG, WRANGELL                         , AK,       13  ,0 TAF 2-99
703950,   55.35,  -131.70,  PAKT, KETCHIKAN INTL ARPT              , AK,       29  ,0 METAR/TAF 2-99
703980,   55.03,  -131.57,  PANT, ANNETTE ISLAND (ASOS)            , UA,       34  ,0 NA110 FOUS
704140,   52.72,   174.12,  PASY, SHEMYA AFB                       , UA,       30  ,0 ALA23 3-93
704540,   51.88,  -176.65,  PADK, ADAK NAS/MITCHELL                , AK,       4   ,0 ALA23
704820,   52.95,  -168.85,  PIKO, NIKOLSKI (AMOS)                  , AK,       21  ,0
