    IGRAv2 STATION LISTING 20230723 - MODIFIED BY KYLE J GILLETT
------------------------------------------------------------------------
Entries may be added, deleted, or edited, BUT FORMAT MUST BE MAINTAINED.
------------------------------------------------------------------------

------------------------------------------------------------------------


ID,LAT,LON,EL(m),NAME
DAM00006060,  56.2933,    9.1139,   52.1,  FLYVESTATION KARUP            
DAM00006180,  55.6333,   12.6667,    5.0,  KOBENHAVN/KASTRUP             
DAM00006181,  55.7670,   12.5330,   40.0,  JAEGERSBORG                   
DJM00063125,  11.5500,   43.1500,   19.0,  DJIBOUTI                      
DRM00078467,  19.0500,  -69.3833,   11.3,  SABANA DE LA MAR              
DRM00078486,  18.4333,  -69.8833,   14.0,  SANTO DOMINGO                 
ECM00084008,  -0.9000,  -89.6000,    8.0,  SAN CRISTOBAL RADIOSONDA      
ECM00084111,  -2.2000,  -81.0000,    8.0,  CHINCHIPE                     
ECM00084132,  -0.9169,  -75.4031,  190.0,  NUEVO ROCAFUERTE              
ECM00084203,  -2.1581,  -79.8839,    6.0,  GUAYAQUIL AEROPUERTO          
EGM00062305,  31.5330,   25.1830,    6.0,  SALLUM PLATEAU                
EGM00062306,  31.3253,   27.2217,   29.0,  MERSA MATRUH                  
EGM00062318,  31.1670,   29.9330,    7.0,  ALEXANDRIA/NOUZHA             
EGM00062332,  31.2830,   32.2330,    1.0,  PORT SAID/EL GAMIL            
EGM00062337,  31.0733,   33.8358,   36.9,  EL ARISH                      
EGM00062366,  30.1333,   31.5667,   74.0,  CAIRO                         
EGM00062378,  29.8628,   31.3492,  139.3,  HELWAN                        
EGM00062387,  28.0830,   30.7330,   39.0,  MINYA                         
EGM00062403,  26.2003,   32.7467,   96.0,  SOUTH OF VALLEY UNIVERSITY    
EGM00062405,  25.6670,   32.7000,   82.0,  LUXOR                         
EGM00062414,  23.9644,   32.8200,  201.8,  ASSWAN                        
EGM00062417,  29.1830,   25.5170,  -13.0,  SIWA                          
EGM00062420,  28.3330,   28.8670,  128.0,  BAHARIA                       
EGM00062423,  27.0583,   27.9892,   82.2,  FARAFRA                       
EGM00062432,  25.5000,   28.9670,  106.0,  DAKHLA                        
EGM00062435,  25.4500,   30.5330,   78.0,  KHARGA                        
EGM00062463,  27.1500,   33.7170,   16.0,  HURGUADA                      
EGXUAE04942,  31.1100,   29.8000,    0.0,  DEKHEILA/AL DAKHELA           
EGXUAE04946,  25.5000,   29.0200,  138.0,  AL-DAKHLA                     
EGXUAE04950,  30.0800,   31.3700,   64.0,  ALMAZA                        
EGXUAE04951,  29.7500,   31.3000,   25.0,  AL-MINYA                      
EGXUAE04953,  28.3700,   28.9300,  220.0,  AL-WAHAT AL-BAHRIYA           
EGXUAE04956,  27.2000,   31.1200,   51.0,  ASYUT                         
EGXUAE04958,  31.2500,   32.3000,    5.0,  BUR SAID                      
EGXUAE04974,  31.6200,   25.9300,   24.0,  SIDI BARRANI                  
EIM00003953,  51.9381,  -10.2433,   23.9,  VALENTIA OBSERVATORY          
ENM00026038,  59.3981,   24.6028,   32.9,  TALLINN-HARKU                 
ERM00063021,  15.2830,   38.9170, 2325.0,  ASMARA                        
ESM00078650,  13.5670,  -89.8330,   15.0,  ACAJUTLA                      
ESM00078663,  13.7000,  -89.1170,  621.0,  SAN SALVADOR/ILOPAN           
ETM00063450,   9.0333,   38.7500, 2354.0,  ADDIS ABABA-BOLE              
ETM00063478,   5.9000,   43.5830,  295.0,  GODE                          
EUM00061972, -22.3330,   40.3330,   12.0,  ILE EUROPA                    
EZM00011518,  50.1000,   14.2833,  374.0,  PRAHA/RUZYNE                  
EZM00011520,  50.0078,   14.4469,  302.0,  PRAHA-LIBUS                   
EZM00011722,  49.0800,   16.6200,  195.0,  USAF-DS3-134                  
EZM00011747,  49.4525,   17.1347,  214.8,  PROSTEJOV                     
FGM00081401,   5.5000,  -54.0330,    4.0,  SAINT-LAURENT                 
FGM00081405,   4.8222,  -52.3653,    8.0,  CAYENNE MATOURY               
FGM00081408,   3.8830,  -51.8000,    6.0,  SAINT GEORGES                 
FGM00081415,   3.6330,  -54.0330,  104.0,  MARIPASOULA                   
FIM00002836,  67.3667,   26.6289,  179.0,  SODANKYLA ARCTIC RESEARCH CENT
FIM00002935,  62.3975,   25.6708,  139.0,  JYVASKYLA AIRPORT             
FIM00002963,  60.8139,   23.4975,  104.0,  JOKIOINEN OBSERVATORY         
FIM00002974,  60.3167,   24.9667,   58.0,  HELSINKI/SEUTALA              
FIXUAC00035,  60.2000,   24.9200,   47.0,  HELSINKI                      
FIXUAE05506,  64.2200,   27.7300,  140.0,  KAJAANI                       
FIXUAE05507,  63.1200,   23.0800,   38.0,  KAUHAVA                       
FIXUAE05513,  63.3200,   30.5000,  115.0,  LIEKSA                        
FIXUAE05520,  60.5700,   28.6300,   25.0,  SUUR-MERIJOKI                 
FIXUAE05525,  59.7800,   21.3700,   16.0,  UTO                           
FIXUAE05526,  60.8800,   26.9700,  128.0,  UTTI                          
FJM00091650, -12.5000,  177.0500,   26.0,  ROTUMA                        
FJM00091680, -17.7500,  177.4500,   13.0,  NADI AIRPORT                  
FKM00088889, -51.8200,  -58.4481,   74.0,  MOUNT PLEASANT AIRPORT        
FKM00088890, -51.7000,  -57.8667,   51.0,  STANLEY                       
FMM00091317,   7.3830,  143.9170,    4.0,  WOLEAI ATOLL                  
FMM00091334,   7.4500,  151.8333,    3.0,  TRUK/CAROLINE IS.             
FMM00091348,   6.9500,  158.2000,   38.0,  PONAPE/CAROLINE IS.           
FMM00091356,   5.3333,  163.0167,    4.0,  KUSAIE/CAROLINES              
FMM00091413,   9.4833,  138.0667,   15.0,  YAP/CAROLINE IS.              
FMM00091434,   1.0830,  154.7670,    3.0,  KAPINGAMARANGI ATOL           
FOM00006011,  62.0231,   -6.7647,   54.0,  TORSHAVN                      
FPM00091902,  -4.0500, -154.9833,    7.0,  MALDEN ISLAND AF              
FPM00091925,  -9.8061, -139.0356,   51.0,  HIVA-OA                       
FPM00091928, -14.8000, -138.8170,    2.0,  USAF-DS3-634                  
FPM00091929, -16.4500, -151.7500,    3.0,  BORA-BORA                     
FPM00091931, -16.7670, -153.9500,    2.0,  USAF-DS3-635                  
FPM00091938, -17.5553, -149.6145,    2.0,  TAHITI-FAAA                   
FPM00091941, -14.9500, -147.6590,    7.0,  RANGIROA                      
FPM00091943, -14.4833, -145.0333,    2.0,  TAKAROA ATOLL                 
FPM00091944, -18.0670, -140.9500,    3.0,  HAO                           
FPM00091945, -19.9061, -144.9494,    2.0,  HEREHERETUE                   
FPM00091946, -20.7667, -138.5500,    2.0,  TUREIA                        
FPM00091948, -23.1303, -134.9653,   91.0,  MANGAREVA                     
FPM00091952, -21.8170, -138.8000,    3.0,  MURUROA                       
FPM00091954, -23.3500, -149.4833,    2.0,  TUBUAI ISLAND                 
FPM00091958, -27.6183, -144.3347,    2.0,  RAPA                          
FRM00007005,  50.1330,    1.8330,   77.0,  ABBEVILLE                     
FRM00007070,  49.3000,    4.0330,   91.0,  REIMS                         
FRM00007110,  48.4442,   -4.4119,   99.0,  BREST-GUIPAVAS                
FRM00007130,  48.0670,   -1.7330,   37.0,  RENNES                        
FRM00007145,  48.7744,    2.0097,  167.0,  TRAPPES                       
FRM00007180,  48.6833,    6.2167,  225.0,  NANCY/ESSEY                   
FRM00007190,  48.5500,    7.6333,  154.0,  STRASBOURG                    
FRM00007222,  47.1500,   -1.6000,   27.0,  NANTES                        
FRM00007255,  47.0670,    2.3670,  161.0,  BOURGES                       
FRM00007265,  47.8000,    3.5500,  212.0,  AUXERRE                       
FRM00007280,  47.2670,    5.0830,  222.0,  DIJON                         
FRM00007354,  46.8500,    1.7167,  164.3,  CHATEAUROUX                   
FRM00007412,  45.6670,   -0.3170,   30.0,  COGNAC                        
FRM00007434,  45.8670,    1.1830,  402.0,  LIMOGES                       
FRM00007480,  45.7170,    4.9500,  200.0,  LYON-BRON                     
FRM00007481,  45.7264,    5.0778,  250.0,  LYON-ST EXUPERY               
FRM00007510,  44.8306,   -0.6914,   51.0,  BORDEAUX MERIGNAC             
FRM00007577,  44.5830,    4.7330,   74.0,  MONTELIMAR                    
FRM00007602,  43.4670,   -1.5330,   71.0,  BIARRITZ                      
FRM00007603,  43.6830,   -1.0670,   33.0,  DAX                           
FRM00007607,  43.9170,   -0.5000,   60.0,  MONT-DE-MARSAN                
FRM00007627,  43.0000,    1.1000,  412.0,  SAINT GIRONS                  
FRM00007630,  43.6330,    1.3670,  154.0,  TOULOUSE BLAGNAC              
FRM00007645,  43.8569,    4.4064,   60.0,  NIMES-COURBESSAC              
FRM00007680,  43.4170,    6.7500,    6.0,  SAINT-RAPHAEL                 
FRM00007690,  43.6500,    7.2000,    4.0,  NICE                          
FRM00007761,  41.9181,    8.7928,    6.0,  AJACCIO                       
FRXUAC03602,  48.0700,    5.0300,  310.0,  CHAUMONT                      
FRXUAE05723,  48.8500,    2.3300,   60.0,  PARIS                         
FSM00061996, -37.7953,   77.5692,   27.0,  MARTIN DE VIVIES              
FSM00061998, -49.3522,   70.2433,   29.0,  PORT-AUX-FRANCAIS             
GBM00064500,   0.4500,    9.4167,   12.0,  LIBREVILLE                    
GBM00064501,  -0.7000,    8.7500,    3.0,  PORT-GENTIL                   
GBM00064510,   2.0830,   11.4830,  599.0,  BITAM                         
GBM00064565,  -1.5330,   13.2670,  572.0,  USAF-DS3-468                  
GGM00037260,  43.0170,   41.0330,  118.0,  USAF-DS3-234                  
GGM00037395,  42.2670,   42.6330,  116.0,  KUTAISI                       
GGM00037409,  42.1330,   43.0330,  148.0,  SAKARA                        
GGM00037484,  41.6330,   41.6000,   32.0,  BATUMI                        
GGM00037549,  41.6833,   44.9500,  467.0,  TBILISI/NOVOALEXEYE           
GHM00065418,   9.5000,   -0.8500,  173.0,  TAMALE                        
GHM00065467,   4.8830,   -1.7670,    9.0,  TAKORADI                      
GHM00065472,   5.6000,   -0.1667,   68.0,  ACCRA/KOTOKA INTL             
GIM00008495,  36.1500,   -5.3500,    3.0,  GIBRALTAR                     
GLM00004202,  76.5330,  -68.7500,   77.0,  PITUFFIK                      
GLM00004220,  68.7081,  -52.8517,   43.0,  AASIAAT (EGEDESMINDE)         
GLM00004231,  67.0000,  -50.8000,   46.0,  KANGERLUSSUAK                 
GLM00004270,  61.1667,  -45.4167,   34.0,  MITTARFIK NARSARSUAQ          
GLM00004310,  81.6000,  -16.6700,   40.0,  NORD                          
GLM00004320,  76.7694,  -18.6681,   11.0,  DANMARKSHAVN                  
GLM00004339,  70.4844,  -21.9511,   70.0,  ITTOQQORTOORMIIT              
GLM00004340,  70.4200,  -21.9700,   22.0,  KAP TOBIN                     
GLM00004360,  65.6111,  -37.6367,   54.0,  TASIILAQ (AMMASSALIK)         
GLM00004417,  72.5803,  -38.4586, 3255.0,  GEOSUMMIT                     
GLXUA042705,  63.4300,  -51.1800,   41.0,  MARRAK POINT                  
GLXUAC03499,  65.9300,  -36.6800,   57.0,  IKATEQ                        
GLXUAC03509,  77.2300,  -62.3300, 1704.0,  THULE                         
GLXUAE05845,  71.1700,  -24.4000,    5.0,  OSTSTATION                    
GMM00010034,  54.6333,    9.3500,   20.0,  EGGEBECK                      
GMM00010035,  54.5333,    9.5500,   47.0,  SCHLESWIG                     
GMM00010046,  54.3830,   10.1500,   31.0,  USAF-DS3-075                  
GMM00010113,  53.7139,    7.1525,   11.0,  NORDERNEY                     
GMM00010122,  53.5333,    7.8833,    7.0,  JEVER                         
GMM00010184,  54.0978,   13.4075,    2.0,  GREIFSWALD                    
GMM00010200,  53.3894,    7.2269,    0.0,  EMDEN-FLUGPLATZ               
GMM00010238,  52.8153,    9.9247,   70.0,  BERGEN                        
GMM00010272,  53.2000,   12.5170,   74.0,  USAF-DS3-082                  
GMM00010304,  52.7156,    7.3175,   19.0,  MEPPEN                        
GMM00010307,  52.2670,    7.4330,   78.0,  USAF-DS3-084                  
GMM00010338,  52.4670,    9.7000,   55.0,  USAF-DS3-085                  
GMM00010384,  52.4830,   13.4170,   46.0,  USAF-DS3-086                  
GMM00010393,  52.2167,   14.1167,  112.0,  LINDENBERG                    
GMM00010404,  51.7330,    6.2670,   43.0,  KALKAR                        
GMM00010410,  51.4056,    6.9686,  153.0,  ESSEN-BREDENEY                
GMM00010419,  51.2333,    7.6000,  458.0,  LUDENSCHEID                   
GMM00010437,  51.1300,    9.2800,  223.0,  USAF-DS3-091                  
GMM00010454,  51.8500,   10.7667,  234.0,  WERNIGERODE                   
GMM00010468,  51.5500,   12.0667,  106.0,  OPPIN                         
GMM00010486,  51.1100,   13.6700,  249.0,  USAF-DS3-096                  
GMM00010513,  50.8667,    7.1333,   91.0,  KOLN/BONN                     
GMM00010533,  50.6000,    8.7330,  152.0,  USAF-DS3-099                  
GMM00010548,  50.5617,   10.3772,  450.0,  MEININGEN                     
GMM00010610,  49.9500,    6.5700,  367.0,  BITBURG                       
GMM00010618,  49.6928,    7.3264,  376.0,  IDAR-OBERSTEIN                
GMM00010619,  49.6500,    7.3000,  426.0,  BAUMHOLDER (USA-AF)           
GMM00010633,  50.0500,    8.3300,  139.0,  WIESBADEN                     
GMM00010639,  50.0170,    8.6670,  135.0,  LANGEN                        
GMM00010640,  50.1100,    8.7300,  112.0,  USAF-DS3-105                  
GMM00010642,  50.1670,    8.9500,  112.0,  USAF-DS3-106                  
GMM00010643,  49.9500,    8.9670,  131.0,  USAF-DS3-107                  
GMM00010657,  49.7670,    9.4830,  338.0,  USAF-DS3-109                  
GMM00010659,  49.7500,   10.2000,  212.0,  USAF-DS3-110                  
GMM00010687,  49.7000,   11.9500,  414.0,  GRAFENWOEHR                   
GMM00010729,  49.5170,    8.5500,  100.0,  USAF-DS3-113                  
GMM00010739,  48.8333,    9.2000,  314.0,  STUTTGART/SCHNARRENBERG       
GMM00010763,  49.5000,   11.0830,  319.0,  USAF-DS3-116                  
GMM00010764,  49.3830,   11.1670,  386.0,  FEUCHT(USA-AF)                
GMM00010771,  49.4283,   11.9022,  417.0,  KUEMMERSBRUCK                 
GMM00010828,  48.1000,    9.2500,  646.0,  USAF-DS3-120                  
GMM00010862,  48.7500,   11.8000,  404.0,  USAF-DS3-124                  
GMM00010866,  48.3540,   11.7860,  453.0,  MUNICH/RIEM                   
GMM00010868,  48.2442,   11.5525,  484.0,  MUENCHEN-OBERSCHLEISSHEIM     
GMM00010921,  47.9830,    8.9000,  807.0,  USAF-DS3-126                  
GMM00010934,  47.6500,    9.4833,  407.0,  FRIEDRICHSHAFEN               
GMM00010954,  47.8342,   10.8667,  756.0,  ALTENSTADT                    
GMM00010962,  47.8019,   11.0119,  977.0,  HOHENPEISSENBERG              
GMXUAC00001,  48.0200,    7.8300,  268.0,  FREIBURG                      
GMXUAC00002,  49.7500,    6.9800,  273.0,  TRIER                         
GMXUAC00006,  51.0200,   11.0300,  320.0,  ERFURT                        
GMXUAE05645,  53.5800,    6.6800,    0.0,  BORKUM                        
GMXUAE05685,  53.6200,    9.9800,   17.0,  HAMBURG                       
GMXUAE05751,  54.6700,    9.4000,   24.0,  TARP                          
GOM00061968, -11.5830,   47.2830,    3.0,  ILES GLORIEUSES               
GPM00078897,  16.2639,  -61.5164,   11.0,  LE RAIZET AERO                
GQM00091212,  13.4767,  144.7944,   75.4,  WEATHER FORECAST OFFICE       
GRM00016622,  40.5272,   22.9714,    6.7,  THESSALONIKI (AIRPORT)        
GRM00016716,  37.8897,   23.7417,   43.1,  ATHINAI HELLINIKON            
GRM00016754,  35.3353,   25.1819,   35.0,  HERAKLEION (AIRPORT)          
GTM00078637,  15.7170,  -88.6000,    1.0,  PUERTO BARRIOS                
GTM00078641,  14.5333,  -90.5667, 1496.3,  GUATEMALA CITY                
GTM00078647,  13.9170,  -90.8170,    2.0,  SAN JOSE                      
GVM00061831,   9.5667,  -13.6167,   49.0,  CONAKRY                       
GVXUAAW1809,  11.3167,  -12.3000, 1025.0,  LABE                          
GVXUAAW1820,  10.3667,  -12.0833,  782.0,  MAMOU                         
GVXUAAW1829,  10.3833,   -9.3000,  377.0,  KANKAN                        
HKM00045004,  22.3272,  114.1686,   24.0,  KOWLOON                       
HMM00094997, -53.1000,   73.7167,   13.0,  HEARD IS.(THESPIT)            
HOM00078501,  17.4000,  -83.9333,   11.3,  SWAN ISLAND                   
HOM00078720,  14.0500,  -87.2500, 1002.0,  TEGUCIGALPA                   
HOM00078721,  14.3667,  -87.6167,  628.0,  SOTO CANO AB                  
HOW00011816,  13.3000,  -87.1833,   49.1,  CHOLUTECA                     
HRM00013150,  45.1670,   18.0000,   88.0,  USAF-DS3-142                  
HRM00013209,  44.9000,   13.9170,   67.0,  USAF-DS3-143                  
HRM00013334,  43.5170,   16.4330,  128.0,  USAF-DS3-146                  
HRM00014240,  45.8219,   16.0336,  123.0,  ZAGREB/MAKSIMIR               
HRM00014430,  44.0969,   15.3403,   78.0,  ZADAR RS                      
HUM00012812,  47.2670,   16.6330,  221.0,  SZOMBATHELY                   
HUM00012843,  47.4333,   19.1833,  138.0,  BUDAPEST/PESTSZENTLORINC      
HUM00012942,  46.0000,   18.2330,  203.0,  PECS/POGANY                   
HUM00012982,  46.2500,   20.1000,   82.0,  SZEGED                        
ICM00004018,  63.9806,  -22.5950,   52.0,  KEFLAVIKURFLUGVOLLUR          
ICM00004089,  65.2833,  -14.4000,   23.0,  EGILSSTADIR                   
ICXUAE05424,  65.7000,  -18.0000,    4.0,  AKUREYRI                      
ICXUAE05425,  64.1300,  -21.9000,   61.0,  REYKJAVIK                     
IDM00096009,   5.1833,   97.1333,   87.0,  LHOKSEUMAWE/MALIKUSSALEH      
IDM00096011,   5.5167,   95.4167,   21.0,  BANDA ACEH/BLANG BINTANG      
IDM00096015,   4.2500,   96.1167,   90.0,  MEULABOH/CUT NYAK DHIEN       
IDM00096035,   3.6403,   98.8786,   25.0,  KUALANAMU MEDAN               
IDM00096073,   1.5500,   98.8833,    3.0,  SIBOLGA/PINANGSORI            
IDM00096075,   1.2667,   97.6000,    6.0,  GUNUNG SITOLI/BINAKA          
IDM00096091,   0.9167,  104.5333,   18.0,  TANJUNG PINANG/KIJANG         
IDM00096109,   0.4667,  101.4500,   31.0,  PEKAN BARU/SIMPANGTIGA        
IDM00096145,   3.2000,  106.2500,    3.0,  TAREMPA                       
IDM00096147,   3.9500,  108.3833,    2.0,  RANAI                         
IDM00096163,  -0.7883,  100.2808,    3.0,  MIA PADANG                    
IDM00096171,  -0.3333,  102.3167,   46.0,  RENGAT/JAPURA                 
IDM00096179,  -0.4833,  104.5833,   31.0,  SINGKEP/DABO                  
IDM00096195,  -1.6333,  103.6500,   25.0,  JAMBI/SULTAN TAHA             
IDM00096207,  -2.0939,  101.4698,  782.0,  KERINCI/DEPATI PARBO          
IDM00096221,  -2.9000,  104.7000,   10.0,  PALEMBANG/ST. M. BADARUDIN II 
IDM00096237,  -2.1667,  106.1333,   33.0,  PANGKAL PINANG                
IDM00096249,  -2.7500,  107.7500,   44.0,  TANJUNG PANDAN/BULUH TUMBANG  
IDM00096253,  -3.8833,  102.3333,   16.0,  BENGKULU/PADANG KEMILING      
IDM00096273,  -4.4500,  105.1830,   19.0,  MENGGALA/ASTRA KSET           
IDM00096295,  -5.1000,  105.1833,   96.0,  TANJUNG KARANG/RADIN INTEN II 
IDM00096509,   3.3333,  117.5667,    6.0,  TARAKAN/JUWATA                
IDM00096529,   2.1167,  117.4500,   26.0,  TANJUNG REDEP/KALIMARAU       
IDM00096535,   1.7667,  109.3000,   15.0,  PALOH                         
IDM00096565,   0.8833,  112.9333,   53.0,  PUTUSSIBAU/PAGSUMA            
IDM00096581,  -0.1500,  109.4000,    3.0,  PONTIANAK/SUPADIO             
IDM00096595,  -0.9500,  114.9000,   60.0,  MUARA TEWEH/BERINGIN          
IDM00096607,  -0.4844,  117.1569,    3.0,  SAMARINDA/TEMINDUNG           
IDM00096633,  -1.2667,  116.9000,    3.0,  BALIKPAPAN/SEPINGGAN          
IDM00096645,  -2.7000,  111.7000,   25.0,  PANGKALAN BUN/ISKANDAR        
IDM00096655,  -2.2250,  113.9428,   27.0,  PALANGKA RAYA/TJILIK RIWUT    
IDM00096685,  -3.4333,  114.7500,   20.0,  BANJARMASIN/SYAMSUDIN NOOR    
IDM00096737,  -6.1167,  106.1333,   40.0,  SERANG                        
IDM00096739,  -6.2333,  106.6500,   46.0,  CURUG/BUDIARTO                
IDM00096749,  -6.1167,  106.6500,    8.0,  JAKARTA/SOEKARNO-HATTA        
IDM00096755,  -6.5500,  106.9000,  171.0,  USAF-DS3-673                  
IDM00096773,  -6.5500,  107.6670,  110.0,  KALIJATI                      
IDM00096781,  -6.9000,  107.5830,  740.0,  BANDUNG/HUSEIN                
IDM00096791,  -6.7500,  108.2667,   50.0,  CIREBON/JATIWANGI             
IDM00096797,  -6.8500,  109.1500,   10.0,  TEGAL                         
IDM00096801,  -7.3330,  108.2500,  335.0,  CIBEUREM/TASIK(AFB)           
IDM00096805,  -7.7333,  109.0167,    6.0,  CILACAP                       
IDM00096839,  -6.9833,  110.3833,    3.0,  SEMARANG/AHMAD YANI           
IDM00096845,  -7.5167,  110.7500,    0.0,  SURAKARTA/ADISUMARM           
IDM00096853,  -7.7830,  110.4330,  107.0,  ADISUCIPTO/JOGYAKAR           
IDM00096881,  -7.6170,  111.5170,  110.0,  MADIUN/ISWAHYUD AFB           
IDM00096925,  -5.8500,  112.6333,    3.0,  SANGKAPURA (BAWEAN IS.)       
IDM00096935,  -7.3772,  112.7939,    3.0,  JUANDA SURABAYA               
IDM00096947,  -7.9670,  112.7000,  526.0,  MALANG/ABDUL (AFB)            
IDM00096973,  -7.0500,  113.9667,    3.0,  KALIANGET (MADURA IS)         
IDM00096987,  -8.2167,  114.3833,    5.0,  BANYUWANGI                    
IDM00097008,   3.5833,  125.4667,   38.0,  NAHA/TAHUNA                   
IDM00097014,   1.5333,  124.9167,   80.0,  MENADO/ SAM RATULANGI         
IDM00097028,   1.0167,  120.8000,    2.0,  TOLI-TOLI/LALOS               
IDM00097048,   0.5167,  123.0667,    2.0,  GORONTALO/JALALUDDIN          
IDM00097072,  -0.6833,  119.7333,    6.0,  PALU/MUTIARA                  
IDM00097086,  -1.0405,  122.7709,   17.0,  LUWUK/BUBUNG                  
IDM00097096,  -1.3833,  120.7333,    2.0,  POSO/KASIGUNCU                
IDM00097120,  -3.5000,  119.0000,    8.0,  MAJENE                        
IDM00097146,  -4.1000,  122.4330,   50.0,  KENDARI/WOLTER MONG           
IDM00097180,  -5.0667,  119.5500,   14.0,  UJUNG PANDANG/HASANUDDIN      
IDM00097192,  -5.4667,  122.6167,    2.0,  BAU-BAU/BETO AMBARI           
IDM00097230,  -8.7500,  115.1667,    1.0,  DENPASAR/NGURAH RAI           
IDM00097240,  -8.5500,  116.0833,    3.0,  PRAYA LOMBOK                  
IDM00097260,  -8.4333,  117.4167,    3.0,  SUMBAWA BESAR/BRANGBIJI       
IDM00097270,  -8.5500,  118.7000,    2.0,  BIMA/M.SALAHUDDIN             
IDM00097300,  -8.6333,  122.2500,    3.0,  MAUMERE/WAI OTI               
IDM00097340,  -9.6667,  120.3333,   12.0,  WAINGAPU/MAU HAU              
IDM00097372, -10.1667,  123.6667,  108.0,  KUPANG/ELTARI                 
IDM00097430,   0.7667,  127.3667,   23.0,  TERNATE/BABULLAH              
IDM00097460,  -0.6333,  127.5000,    3.0,  LABUHA/OESMAN SADIK           
IDM00097502,  -0.8939,  131.2858,    3.0,  DEO SORONG                    
IDM00097530,  -0.8833,  134.0500,    3.0,  MANOKWARI/RENDANI             
IDM00097560,  -1.1833,  136.1167,   11.0,  BIAK/FRANS KAISIEPO           
IDM00097600,  -2.0833,  126.0000,    2.0,  SANANA                        
IDM00097686,  -4.0667,  138.9500, 1660.0,  WAMENA                        
IDM00097690,  -2.5667,  140.4833,   99.0,  JAYAPURA/SENTANI              
IDM00097724,  -3.7000,  128.0833,   12.0,  AMBON/PATTIMURA               
IDM00097748,  -3.8000,  130.8333,    3.0,  GESER                         
IDM00097760,  -3.6667,  133.7500,    3.0,  KAIMANA/UTAROM                
IDM00097810,  -5.6833,  132.7500,   12.0,  TUAL/DUMATUBUN                
IDM00097876,  -6.1000,  140.3000,   16.0,  TANAH MERAH                   
IDM00097900,  -7.9833,  131.3000,   24.0,  SAUMLAKI/OLILIT               
IDM00097980,  -8.4667,  140.3833,    3.0,  MERAUKE/MOPAH                 
INM00042027,  34.0833,   74.8333, 1585.0,  SRINAGAR                      
INM00042056,  32.6667,   74.8333,  318.0,  JAMMU                         
INM00042071,  31.6333,   74.8667,  229.0,  AMRITSAR                      
INM00042079,  31.5333,   76.9000,  874.0,  SUNDERNAGAR                   
INM00042101,  30.3333,   76.4667,  251.0,  PATIALA                       
INM00042103,  30.3833,   76.7667,  273.0,  AMBALA                        
INM00042111,  30.3167,   78.0333,  683.0,  DEHRADUN                      
INM00042123,  29.9167,   73.8833,  172.0,  GANGANAGAR                    
INM00042165,  28.0000,   73.3000,  223.0,  BIKANER                       
INM00042170,  28.2500,   74.9167,  290.0,  CHURU                         
INM00042182,  28.5833,   77.2000,  211.0,  NEW DELHI/SAFDARJUNG          
INM00042189,  28.3667,   79.4000,  167.0,  BAREILLY                      
INM00042260,  27.1500,   77.9667,  168.0,  AGRA                          
INM00042273,  27.5667,   81.6000,  123.0,  BAHRAICH                      
INM00042299,  27.3333,   88.6167, 1756.0,  GANGTOK                       
INM00042314,  27.4833,   95.0167,  110.0,  DIBRUGARH /MOHANBARI          
INM00042328,  26.9000,   70.9167,  231.0,  JAISALMER                     
INM00042339,  26.3000,   73.0167,  217.0,  JODHPUR                       
INM00042348,  26.8167,   75.8000,  383.0,  JAIPUR / SANGANER             
INM00042361,  26.2333,   78.2500,  205.0,  GWALIOR                       
INM00042369,  26.7500,   80.8833,  122.0,  LUCKNOW/AMAUSI                
INM00042379,  26.7500,   83.3667,   78.3,  GORAKHPUR                     
INM00042382,  26.9830,   84.8500,   79.0,  RAXAUL                        
INM00042397,  26.6667,   88.3667,  123.0,  SILIGURI                      
INM00042399,  26.5333,   88.7167,   83.0,  JALPAIGURI                    
INM00042410,  26.1000,   91.5833,   54.0,  GUWAHATI                      
INM00042416,  26.7170,   92.8000,   75.0,  TEZPUR/BINDUKURI              
INM00042435,  25.7500,   71.3833,  193.0,  BARMER                        
INM00042452,  25.1500,   75.8500,  273.0,  KOTA AERODROME                
INM00042475,  25.4500,   81.7330,   98.0,  ALLAHABAD/BAMHRAULI           
INM00042492,  25.6000,   85.1667,   51.0,  PATNA                         
INM00042498,  25.2333,   86.9500,   44.0,  BHAGALPUR                     
INM00042516,  25.5667,   91.8833, 1598.0,  SHILLONG                      
INM00042539,  24.2000,   72.2000,  135.0,  DEESA                         
INM00042542,  24.6167,   73.8833,  509.0,  UDAIPUR DABOK                 
INM00042543,  24.5830,   73.7000,  582.0,  UDAIPUR                       
INM00042591,  24.7500,   84.9500,  116.0,  GAYA                          
INM00042623,  24.7667,   93.9000,  781.0,  IMPHAL/TULIHAL                
INM00042634,  23.2500,   69.8000,   78.0,  BHUJ-RUDRAMATA                
INM00042647,  23.0667,   72.6333,   55.0,  AHMADABAD                     
INM00042667,  23.2833,   77.3500,  522.0,  BHOPAL/BAIRAGHAR              
INM00042675,  23.2000,   79.9500,  397.0,  JABALPUR                      
INM00042700,  23.3670,   85.3330,  612.0,  USAF-DS3-276                  
INM00042701,  23.3167,   85.3167,  646.0,  M.O. RANCHI                   
INM00042704,  23.4670,   87.4330,   72.0,  USAF-DS3-277                  
INM00042706,  23.3833,   87.0833,  100.0,  BANKURA                       
INM00042724,  23.8833,   91.2500,   16.0,  AGARTALA                      
INM00042726,  23.8333,   92.6167,  429.0,  LENGPUI                       
