    IGRAv2 STATION LISTING 20230723 - MODIFIED BY KYLE J GILLETT
------------------------------------------------------------------------
Entries may be added, deleted, or edited, BUT FORMAT MUST BE MAINTAINED.
------------------------------------------------------------------------

------------------------------------------------------------------------


ID,LAT,LON,EL(m),NAME
MGM00044277,  46.4000,   96.2500, 2182.0,  ALTAI                         
MGM00044282,  47.4500,  101.4670, 1691.0,  TSETSERLEG                    
MGM00044288,  46.2667,  102.7833, 1813.0,  ARVAIHEER                     
MGM00044292,  47.9167,  106.8667, 1729.0,  ULAANBAATAR                   
MGM00044341,  45.7670,  106.2830, 1393.0,  MANDALGOBI                    
MGM00044354,  44.9000,  110.1170,  938.0,  SAINSHAND                     
MGM00044373,  43.5833,  104.4167, 1465.0,  DALANZADGAD                   
MGM00044385,  43.2000,  107.1670, 1114.0,  HANBOGD                       
MIM00067423,  -9.9500,   33.8830,  529.0,  KARONGA                       
MIM00067485, -11.8830,   33.6170, 1351.0,  MZIMBA                        
MIM00067489, -11.4500,   34.0170, 1253.0,  MZUZU                         
MIM00067586, -13.7830,   33.7670, 1229.0,  LILONGWE INTL AIRPO           
MIM00067587, -13.7600,   33.7000, 1135.0,  LILONGWE                      
MIM00067597, -13.7500,   34.5830,  513.0,  SALIMA                        
MIM00067693, -15.6830,   34.9670,  767.0,  CHILEKA                       
MKM00013586,  41.9500,   21.6330,  233.0,  SKOPJE- AIRPORT               
MLM00061202,  20.2000,    0.9833,  494.0,  TESSALIT                      
MLM00061214,  18.4330,    1.3500,  458.0,  KIDAL                         
MLM00061223,  16.7167,   -3.0000,  263.0,  TOMBOUCTOU                    
MLM00061226,  16.2670,   -0.0500,  265.0,  GAO                           
MLM00061233,  15.1670,   -7.2830,  271.0,  NARA                          
MLM00061257,  14.4820,  -11.4400,   52.0,  KAYES/DAG-DAG                 
MLM00061265,  14.5167,   -4.1000,  276.0,  MOPTI                         
MLM00061272,  13.4330,   -6.2830,  288.0,  SEGOU                         
MLM00061290,  12.6330,   -8.0330,  329.0,  USAF-DS3-454                  
MLM00061291,  12.5333,   -7.9500,  380.0,  BAMAKO/SENOU                  
MLXUAAW1257,  14.4333,  -11.4333,   46.0,  KAYES                         
MLXUAAW1265,  14.5000,   -4.2000,  268.0,  MOPTI-SEVARE                  
MLXUAAW1270,  13.0667,   -9.4833,  339.0,  KITA                          
MOM00060101,  35.7330,   -5.9000,   19.0,  TANGER (AERODROME)            
MOM00060107,  35.1830,   -3.8500,   14.0,  AL HOCEIMA                    
MOM00060115,  34.7830,   -1.9500,  468.0,  OUJDA                         
MOM00060119,  34.3000,   -6.6000,   12.2,  KENITRA PORT LYAUTEY          
MOM00060127,  34.2170,   -4.0000,  510.0,  TAZA                          
MOM00060150,  33.8830,   -5.5330,  560.0,  MEKNES                        
MOM00060155,  33.5667,   -7.6667,   56.0,  CASABLANCA                    
MOM00060185,  32.2830,   -9.2330,   45.0,  SAFI                          
MOM00060191,  32.3670,   -6.4000,  468.0,  BENI-MELLAL                   
MOM00060195,  32.6830,   -4.7330, 1515.0,  MIDELT                        
MOM00060210,  31.9330,   -4.4000, 1042.0,  ERRACHIDIA                    
MOM00060230,  31.6170,   -8.0330,  466.0,  MARRAKECH                     
MOM00060250,  30.3830,   -9.5670,   23.0,  AGADIR INEZGANNE              
MOM00060252,  30.3330,   -9.4170,   74.0,  AGADIR AL MASSIRA             
MOM00060265,  30.9330,   -6.9000, 1140.0,  OUARZAZATE                    
MOXUAC00132,  34.0500,   -6.7667,   79.0,  RABAT                         
MPM00061974, -10.4330,   56.7500,    2.0,  AGALEGA                       
MPM00061986, -16.4500,   59.6170,    2.0,  ST. BRANDON                   
MPM00061988, -19.6830,   63.4170,   58.0,  RODRIGUES                     
MPM00061995, -20.2975,   57.4947,  423.0,  VACOAS (MAURITIUS)            
MQM00091066,  28.2000, -177.3833,    5.5,  MIDWAY IS NAS                 
MRM00061401,  25.2330,  -11.6170,  364.0,  BIR MOGHREIN                  
MRM00061403,  22.6830,  -12.7000,  299.0,  USAF-DS3-455                  
MRM00061404,  22.7500,  -12.4830,  343.0,  ZOUERATE                      
MRM00061415,  20.9333,  -17.0333,    5.0,  NOUADHIBOU                    
MRM00061421,  20.5170,  -13.0670,  226.0,  ATAR                          
MRM00061442,  18.1000,  -15.9500,    2.0,  NOUAKCHOTT                    
MRM00061497,  16.6000,   -7.2670,  269.0,  NEMA                          
MRM00061498,  16.6330,  -11.4000,  115.0,  KIFFA                         
MRXUAAW1499,  16.7333,   -9.6333,  235.0,  AIOUN ELATROUSS               
MTM00016597,  35.8500,   14.4830,   91.0,  LUQA                          
MUM00041256,  23.5953,   58.2983,    8.4,  MUSCAT INT'L AIRPORT          
MUM00041288,  20.6670,   58.9000,   19.0,  MASIRAH                       
MUM00041316,  17.0439,   54.1022,   23.0,  SALALAH AIRPORT               
MUXUAE05791,  23.6000,   58.5500,    0.0,  BAIT AL FALAJ                 
MVM00043555,   4.1917,   73.5292,    1.7,  MALE                          
MVM00043599,  -0.6933,   73.1556,    1.8,  GAN                           
MXM00076151,  28.8830, -118.3000,   23.0,  USAF-DS3-598                  
MXM00076225,  28.6667, -106.0333, 1472.0,  CHIHUAHUA                     
MXM00076256,  27.9500, -110.8000,   12.0,  EMPALME                       
MXM00076370,  25.6170, -109.0500,   12.0,  TOPOLOBAMPO                   
MXM00076382,  25.5330, -103.4500, 1150.0,  TORREON AIRPORT               
MXM00076394,  25.8667, -100.2333,  448.0,  AEROP.INTERNACIONAL MONTERREY 
MXM00076405,  24.1167, -110.3167,   18.0,  LA PAZ                        
MXM00076458,  23.2167, -106.4000,    3.0,  COLONIA JUAN CARRASCO MAZATLAN
MXM00076491,  23.7300,  -99.1100,  336.0,  CIUDAD VICTORIA               
MXM00076526,  22.7500, -102.5000, 2265.0,  ZACATECAS ZAC.                
MXM00076549,  22.2830,  -97.8500,   15.0,  TAMPICO                       
MXM00076595,  21.0167,  -86.8500,    9.0,  CANCUN                        
MXM00076612,  20.7000, -103.3833, 1551.0,  GUADALAJARA                   
MXM00076644,  20.9500,  -89.6500,   11.0,  AEROP.INTERNACIONAL MERIDA    
MXM00076654,  19.0667, -104.3333,    3.0,  MANZANILLO                    
MXM00076679,  19.4333,  -99.1333, 2235.0,  AEROP. INTERNACIONAL MEXICO   
MXM00076692,  19.1500,  -96.1333,   19.0,  HACIENDA YLANG YLANG VERACRUZ 
MXM00076713,  18.6330,  -91.8330,    2.0,  CUIDAD DEL CARMEN             
MXM00076723,  18.7170, -110.9500,   35.0,  ISLA SOCORRO                  
MXM00076743,  17.9833,  -92.9333,    6.0,  VILLAHERMOSA                  
MXM00076805,  16.7500,  -99.7500,    3.0,  ACAPULCO                      
MXM00076833,  16.1667,  -95.1667,    2.0,  SALINA CRUZ                   
MXM00076903,  14.9167,  -92.2500,  118.0,  TAPACHULA                     
MYM00048601,   5.3000,  100.2667,    3.0,  PENANG/BAYAN LEPAS            
MYM00048602,   5.4670,  100.3830,    4.0,  BUTTERWORTH AB                
MYM00048615,   6.1667,  102.2833,    5.0,  KOTA BHARU                    
MYM00048620,   4.2167,  100.7000,    7.0,  SITIAWAN                      
MYM00048647,   3.1170,  101.5500,   27.0,  KUALA LUMPUR SUBANG           
MYM00048648,   3.1000,  101.6500,   46.0,  PETALING JAYA                 
MYM00048650,   2.7167,  101.7000,   21.0,  KUALA LUMPUR INTERNATIONAL AIR
MYM00048657,   3.7833,  103.2167,   15.0,  KUANTAN                       
MYM00096413,   1.4833,  110.3333,   22.0,  KUCHING                       
MYM00096441,   3.2000,  113.0333,    3.0,  BINTULU                       
MYM00096471,   5.9333,  116.0500,    2.0,  KOTA KINABALU                 
MYM00096481,   4.2667,  117.8833,   20.0,  TAWAU                         
MYM00096491,   5.9000,  118.0667,   10.0,  SANDAKAN                      
MZM00067215, -12.9830,   40.5330,   50.0,  PEMBA                         
MZM00067217, -13.3000,   35.2330, 1365.0,  LICHINGA                      
MZM00067237, -15.1000,   39.2830,  441.0,  NAMPULA                       
MZM00067261, -16.1830,   33.5830,  150.0,  TETE                          
MZM00067283, -17.8830,   36.8830,   16.0,  QUELIMANE                     
MZM00067297, -19.8000,   34.9000,   16.0,  BEIRA                         
MZM00067323, -23.8670,   35.3830,   15.0,  INHAMBANE                     
MZM00067341, -25.9170,   32.5670,   44.0,  MAPUTO/MAVALANE               
MZXUAE04824, -14.9500,   40.6700,   15.0,  MOSSURIL                      
MZXUAE5856A, -15.0300,   40.6700,   11.0,  LUMBO                         
NCM00091577, -20.5670,  164.2830,   23.0,  KOUMAC                        
NCM00091582, -20.7670,  167.2330,   28.0,  OUANAHAM                      
NCM00091592, -22.2761,  166.4528,   70.0,  NOUMEA (NLLE-CALEDONIE)       
NFM00094996, -29.0389,  167.9408,  113.0,  NORFOLK ISLAND AERO           
NGM00061017,  18.6830,   12.9170,  355.0,  BILMA                         
NGM00061024,  16.9667,    7.9833,  501.0,  AGADEZ                        
NGM00061052,  13.4833,    2.1667,  223.0,  NIAMEY-AERO                   
NGM00061075,  13.8000,    5.2500,  272.0,  BIRNI-N'KONNI                 
NGM00061080,  13.4670,    7.0830,  372.0,  MARADI                        
NGM00061090,  13.7833,    8.9833,  452.0,  ZINDER                        
NHM00091554, -15.5170,  167.2170,   44.0,  PEKOA AIRPORT                 
NHM00091557, -17.7000,  168.3000,   20.0,  BAUERFIELD (EFATE)            
NHM00091558, -17.7500,  168.3000,   18.0,  USAF-DS3-628                  
NHM00091568, -20.2330,  169.7670,    7.0,  ANEITYUM                      
NIM00065046,  12.0500,    8.5333,  472.5,  KANO                          
NIM00065082,  11.8500,   13.0830,  354.0,  MAIDUGURI                     
NIM00065123,   9.6170,    6.5330,  260.0,  MINNA                         
NIM00065125,   9.2500,    7.0000,  343.1,  ABUJA                         
NIM00065201,   6.5830,    3.3330,   38.0,  LAGOS/IKEJA                   
NIM00065202,   6.5000,    3.3833,   19.0,  LAGOS/OSHODI                  
NIM00065257,   6.4670,    7.5500,  137.0,  ENUGU                         
NLM00006210,  52.1670,    4.4330,    1.0,  VALKENBURG                    
NLM00006235,  52.9269,    4.7811,    1.2,  DE KOOIJ VK                   
NLM00006242,  53.2500,    4.9170,    4.0,  VLIELAND                      
NLM00006260,  52.0989,    5.1797,    1.9,  DE BILT AWS                   
NNM00078866,  18.0333,  -63.1167,    3.0,  JULIANA AIRPORT               
NOM00001010,  69.3153,   16.1308,   10.0,  ANDOYA                        
NOM00001030,  69.7000,   19.0200,   12.0,  TROMSO                        
NOM00001152,  67.2669,   14.3586,   11.0,  BODO VI                       
NOM00001241,  63.7056,    9.6117,   10.0,  ORLAND III                    
NOM00001384,  60.2000,   11.0830,  201.0,  OSLO/GARDERMOEN               
NOM00001400,  56.5422,    3.2236,   52.0,  EKOFISK                       
NOM00001415,  58.8742,    5.6650,   37.0,  STAVANGER/SOLA                
NOM00001492,  59.9428,   10.7194,   95.0,  OSLO-BLINDERN                 
NOXUAC04176,  60.3800,    5.3300,   36.0,  BERGEN                        
NOXUAC04178,  68.4700,   17.5000,   23.0,  NARVIK                        
NOXUAE05479,  59.9700,   11.0300,  106.0,  KJELLER                       
NPM00044454,  27.7000,   85.3670, 1337.0,  KATHMANDU AIRPORT             
NRM00091532,  -0.5167,  166.9167,    7.0,  NAURU ARC-2                   
NSM00081202,   5.9500,  -57.0330,    2.0,  NICKERIE                      
NSM00081209,   4.3500,  -54.4170,   52.0,  STOELMANSEILAND               
NSM00081225,   5.4500,  -55.2000,   16.0,  ZANDERIJ                      
NSM00081250,   3.7830,  -56.1500,  323.0,  TAFELBERG                     
NSM00081251,   2.0330,  -56.1170,  265.0,  SIPALIWINI                    
NSM00081253,   3.3670,  -57.3330,  165.0,  COEROENI                      
NUM00078730,  14.0670,  -83.3670,   20.0,  PUERTO CABEZAS                
NUM00078741,  12.1500,  -86.1670,   56.0,  MANAGUA A.C.SANDINO           
NZM00093012, -35.1000,  173.2670,   54.0,  KAITAIA                       
NZM00093072, -36.3000,  174.7000,  452.0,  USAF-DS3-637                  
NZM00093112, -36.7928,  174.6214,   30.0,  WHENUAPAI                     
NZM00093115, -36.8500,  174.7800,    5.0,  AUCKLAND                      
NZM00093119, -37.0170,  174.8000,    6.0,  AUCKLAND AIRPORT              
NZM00093246, -38.1170,  176.3170,  285.0,  USAF-DS3-638                  
NZM00093291, -38.6667,  177.9833,    5.0,  GISBORNE AERODROME            
NZM00093308, -39.0167,  174.1833,   28.0,  NEW PLYMOUTH AERO             
NZM00093337, -39.4670,  175.6830,  821.0,  USAF-DS3-640                  
NZM00093401, -40.2000,  175.3830,   53.0,  USAF-DS3-641                  
NZM00093417, -40.9044,  174.9839,    6.0,  PARAPARAUMU AERODROME         
NZM00093431, -41.3000,  174.6300,  548.0,  USAF-DS3-642                  
NZM00093434, -41.2830,  174.7670,  127.0,  USAF-DS3-643                  
NZM00093545, -41.3000,  173.2170,    5.0,  USAF-DS3-644                  
NZM00093614, -42.7167,  170.9833,   45.0,  HOKITIKA AERODROME            
NZM00093677, -42.4170,  173.7000,  101.0,  KAIKOURA                      
NZM00093769, -43.7800,  172.0200,  124.0,  USAF-DS3-645                  
NZM00093780, -43.4830,  172.5500,   30.0,  CHRISTCHURCH                  
NZM00093817, -45.0378,  169.6839,  370.0,  LAUDER UPPER AIR              
NZM00093844, -46.4108,  168.3178,    2.0,  INVERCARGILL AIRPORT          
NZM00093890, -45.9330,  170.2000,    1.0,  USAF-DS3-647                  
NZM00093944, -52.5500,  169.1500,   15.0,  USAF-DS3-648                  
NZM00093986, -43.9500, -176.5667,   44.0,  CHATHAM ISL/TUUTA             
NZM00093997, -29.2447, -177.9289,   47.7,  RAOUL ISLAND                  
ODM00062840,   9.5500,   31.6500,  388.0,  MALKAL                        
ODM00062880,   7.7000,   28.0170,  438.0,  WAU                           
ODM00062941,   4.8670,   31.6000,  457.0,  JUBA                          
PAM00086068, -22.0167,  -60.6167,  167.0,  MARISCAL ESTIGARRIBIA         
PAM00086218, -25.2333,  -57.5167,   83.0,  AEROPUERTO SILVIO PETTIROSSI  
PEM00084377,  -3.7830,  -73.3000,  126.0,  IQUITOS                       
PEM00084378,  -3.7333,  -73.2500,  117.0,  MORONA                        
PEM00084390,  -4.5670,  -81.2330,   85.0,  TALARA                        
PEM00084401,  -5.2000,  -80.6000,   49.0,  PIURA                         
PEM00084416,  -5.1833,  -80.6000,   52.0,  PIURA GRUP7                   
PEM00084452,  -6.7830,  -79.8170,   30.0,  CHICLAYO                      
PEM00084515,  -8.3670,  -74.5670,  149.0,  PUCALLPA                      
PEM00084628, -12.0167,  -77.1167,   12.0,  LIMA/CALLAO                   
PEM00084629, -12.1500,  -77.0000,   80.0,  LAS PALMAS                    
PEM00084691, -13.7330,  -76.2170,    7.0,  PISCO                         
PEM00084752, -16.3330,  -71.5670, 2539.0,  AREQUIPA                      
PFM00048860,  16.5500,  111.6170,    6.0,  HOANG SA (PATTLE)             
PFM00059981,  16.8333,  112.3333,    5.0,  XISHA DAO                     
PKM00041506,  35.9217,   71.8000, 1499.0,  CHITRAL                       
PKM00041515,  35.5667,   71.7833, 1464.0,  DROSH                         
PKM00041516,  35.9167,   74.3333, 1453.0,  GILGIT                        
PKM00041529,  34.0333,   71.9333,  329.0,  PESHAWAR                      
PKM00041560,  33.8667,   70.0833, 1725.0,  PARACHINAR                    
PKM00041571,  33.6167,   73.1000,  507.0,  ISLAMABAD AIRPORT             
PKM00041594,  32.0500,   72.6670,  188.0,  SARGODHA                      
PKM00041598,  32.9333,   73.7167,  232.0,  JHELUM                        
PKM00041600,  32.5000,   74.5333,  255.0,  SIALKOT                       
PKM00041620,  31.3500,   69.4670, 1407.0,  ZHOB                          
PKM00041624,  31.8167,   70.9167,  172.0,  DERA ISMAIL KHAN              
PKM00041640,  31.5500,   74.3333,  214.0,  LAHORE CITY                   
PKM00041661,  30.2667,   66.9167, 1620.0,  QUETTA (SHEIKH MANDA)         
PKM00041675,  30.2000,   71.4333,  122.0,  MULTAN                        
PKM00041678,  29.9500,   73.2500,  162.0,  BAHAWALNAGAR                  
PKM00041685,  29.8833,   69.7167, 1097.0,  BARKHAN                       
PKM00041696,  29.0333,   66.5833, 2015.0,  KALAT                         
PKM00041710,  28.8167,   62.7500,  682.0,  NOKKUNDI                      
PKM00041712,  28.8833,   64.4000,  848.0,  DAL BANDIN                    
PKM00041715,  28.3000,   68.4667,   55.0,  JACOBABAD                     
PKM00041718,  28.6500,   70.6833,   87.0,  KHANPUR                       
PKM00041739,  26.9667,   64.1000,  980.0,  PANJGUR                       
PKM00041744,  27.8333,   66.6333, 1231.0,  KHUZDAR                       
PKM00041749,  26.2500,   68.3667,   37.0,  NAWABSHAH                     
PKM00041756,  25.0667,   61.8000,   56.0,  JIWANI                        
PKM00041759,  25.2667,   63.4833,    4.0,  PASNI                         
PKM00041764,  25.3833,   68.4167,   28.0,  HYDERABAD                     
PKM00041768,  25.5167,   69.7833,    5.0,  CHHOR                         
PKM00041780,  24.9000,   67.1333,   21.0,  KARACHI AIRPORT               
PKXUAE05548,  31.6200,   74.4000,  217.0,  LAHORE                        
PKXUAE05801,  25.1300,   62.3200,    0.0,  GWADAR                        
PKXUAE05835,  27.7000,   68.9200,   80.0,  SUKKUR                        
PLM00012105,  54.2000,   16.1833,   34.0,  KOSZALIN                      
PLM00012120,  54.7536,   17.5347,    1.8,  LEBA                          
PLM00012330,  52.4170,   16.8500,   84.0,  POZNAN                        
PLM00012374,  52.4078,   20.9564,   94.2,  LEGIONOWO                     
PLM00012375,  52.1800,   20.9700,   65.0,  WARSZAWA                      
PLM00012425,  51.1131,   16.8811,  119.6,  WROCLAW I                     
PLXUAC03751,  50.2800,   21.4300,  167.0,  MIELEC                        
PLXUAE05764,  51.1200,   17.0300,  118.0,  WROCLAW                       
PMM00078801,   9.3330,  -79.9830,   52.0,  USAF-DS3-601                  
PMM00078807,   8.9667,  -79.5667,    7.0,  COROZAL OESTE                 
POM00008507,  39.0833,  -28.0333,   26.0,  GRACIOSA/AERODROME            
POM00008508,  38.7678,  -27.0856,   73.0,  LAJES (ACORES)                
POM00008522,  32.6333,  -16.9000,   58.0,  FUNCHAL                       
POM00008535,  38.7200,   -9.1500,   95.4,  LISBOA/GEOFISICO              
POM00008545,  41.2330,   -8.6830,   77.0,  PORTO/PEDRAS RUBRAS           
POM00008549,  40.2000,   -8.4170,  140.0,  COIMBRA                       
POM00008554,  37.0170,   -7.9670,    8.0,  FARO/AEROPORTO                
POM00008579,  38.7667,   -9.1333,  104.0,  LISBOA/GAGO COUTINHO          
PPM00092035,  -9.3833,  147.2167,   48.0,  PORT MORESBY W.O.             
PPM00092044,  -2.0500,  147.4167,    4.0,  MOMOTE W.O.                   
PPM00094014,  -5.2170,  145.7830,    4.0,  USAF-DS3-650                  
PPM00094027,  -6.7330,  147.0000,    8.0,  USAF-DS3-652                  
PPM00094047,  -5.5670,  146.5500,   47.0,  USAF-DS3-655                  
PPM00094076,  -2.5670,  150.8170,    7.0,  USAF-DS3-656                  
PPM00094085,  -4.2170,  152.1830,    9.0,  USAF-DS3-657                  
PPM00094087, -10.7000,  152.8330,   14.0,  USAF-DS3-658                  
PSM00091408,   7.3333,  134.4833,   30.0,  KOROR/CAROLINE IS.            
PUM00061766,  11.8700,  -15.5000,   29.0,  BISSAU                        
QAM00041169,  25.2731,   51.6081,    4.0,  HAMAD INTERNATIONAL AIRPORT   
REM00061980, -20.8925,   55.5286,   20.0,  SAINT-DENIS/GILLOT (REUNION)  
REM00061984, -21.3330,   55.4830,   53.0,  ST. PIERRE/FONDS              
RIM00013275,  44.7667,   20.4167,  203.0,  BEOGRAD/KOSUTNJAK             
RIM00013276,  44.7833,   20.5333,  243.0,  BEOGRAD/SELENO BRD            
RIM00013388,  43.3333,   21.9000,  203.0,  NIS                           
RMM00091250,  11.3500,  162.3500,    5.0,  ENEWETAK                      
RMM00091254,  11.5200,  165.5500,    3.0,  BIKINI                        
RMM00091258,  11.2330,  169.8500,    2.0,  UTIRIK ATOLL M.ISL            
RMM00091366,   8.7333,  167.7333,    2.0,  KWAJALEIN/BUCHOLZ AAF         
RMM00091369,   5.9170,  169.6500,    3.0,  JALUIT ATOLL                  
RMM00091371,   9.4670,  170.2500,    3.0,  WOTJE ATOLL                   
RMM00091376,   7.0683,  171.2942,    3.9,  MAJURO/MARSHALL IS. INTNL.    
RMXUA912505,  11.3000,  167.4800,    3.0,  RONGERIK                      
ROM00015010,  47.7170,   22.8830,  124.0,  SATU MARE                     
ROM00015014,  47.6670,   23.5000,  218.0,  BAIA MARE                     
ROM00015023,  47.6330,   26.2500,  350.0,  SUCEAVA                       
ROM00015080,  47.0330,   21.9000,  140.0,  ORADEA                        
ROM00015090,  47.1670,   27.6330,  104.0,  IASI                          
ROM00015120,  46.7778,   23.5714,  410.0,  CLUJ-NAPOCA                   
ROM00015145,  46.5330,   24.5330,  309.0,  TG. MURES                     
ROM00015150,  46.5830,   26.9830,  184.0,  BACAU                         
ROM00015200,  46.1670,   21.3170,  117.0,  ARAD                          
ROM00015230,  45.8670,   22.9000,  231.0,  DEVA                          
ROM00015235,  45.8330,   24.9330,  429.0,  FAGARAS                       
ROM00015247,  45.7670,   21.2500,   88.0,  TIMISOARA                     
ROM00015260,  45.7830,   24.0830,  443.0,  SIBIU                         
ROM00015300,  45.7000,   25.5330,  538.0,  BRASOV-GHIMBAV                
ROM00015302,  45.5000,   25.5830, 1093.0,  PREDEAL                       
ROM00015310,  45.5000,   28.2000,   71.0,  GALATI                        
ROM00015350,  45.1500,   26.8170,   96.0,  BUZAU                         
ROM00015360,  45.1500,   29.6670,    3.0,  SULINA                        
ROM00015410,  44.6330,   22.6330,   77.0,  DROBETA TURNU SEVER           
ROM00015420,  44.5106,   26.0781,   90.0,  BUCURESTI BANEASA             
ROM00015450,  44.3170,   23.8670,  195.0,  CRAIOVA                       
ROM00015480,  44.2170,   28.6330,   13.0,  CONSTANTA                     
ROM00015490,  43.7500,   24.8830,   31.0,  TR. MAGURELE                  
RPM00098135,  20.4500,  121.9670,   11.0,  BASCO                         
RPM00098223,  18.1828,  120.5342,    4.0,  LAOAG                         
RPM00098233,  17.6375,  121.7525,   61.0,  TUGUEGARAO                    
RPM00098322,  15.3170,  120.3830,  161.0,  CROW VALLEY GUNNERY           
RPM00098327,  15.1670,  120.5670,  155.0,  CLARK AB                      
RPM00098328,  16.4039,  120.6014, 1500.0,  BAGUIO                        
RPM00098426,  14.8000,  120.2670,   19.0,  SUBIC BAY WEATHER             
RPM00098433,  14.5814,  121.3692,  646.1,  TANAY                         
RPM00098444,  13.1506,  123.7283,   16.0,  LEGASPI                       
RPM00098618,   9.7403,  118.7586,   13.0,  PUERTO PRINCESA               
RPM00098630,  10.8500,  121.0330,    4.0,  CUYO                          
RPM00098645,  10.3330,  123.9000,   35.0,  LAHUG                         
RPM00098646,  10.3222,  123.9800,   23.0,  MACTAN                        
RPM00098653,   9.8000,  125.5000,   55.0,  SURIGAO                       
RPM00098747,   8.4089,  124.6119,  186.0,  LUMBIA AIRPORT                
RPM00098753,   7.1278,  125.6547,   17.0,  DAVAO AIRPORT                 
RPM00098754,   7.0670,  125.6000,   20.0,  USAF-DS3-676                  
RPM00098836,   6.9000,  122.0670,    6.0,  ZAMBOANGA                     
RQM00078526,  18.4317,  -65.9919,    4.0,  SAN JUAN/INT.                 
RQW00011603,  18.5000,  -67.1333,   65.2,  AGUADILLA RAMEY AFB           
RQW00011607,  18.0167,  -66.5000,    9.4,  PONCE LOSEY FIELD             
RQW00011611,  18.2500,  -67.1333,    7.9,  MAYAGUEZ                      
RSM00020046,  80.6264,   58.0589,   21.0,  POLARGMO IM. E.T. KRENKELJA   
RSM00020047,  80.4500,   52.8000,    5.0,  BUKHTA TIKHAYA/GUKER IS.      
RSM00020069,  79.5000,   76.9800,   12.0,  OSTROV VIZE                   
RSM00020274,  77.5000,   82.2300,   23.0,  OSTROV UEDINENIA              
RSM00020292,  77.7131,  104.2919,   12.0,  GMO IM.E.K. FEDOROVA          
RSM00020353,  76.9500,   68.5800,    8.0,  MYS ZHELANIA                  
RSM00020357,  76.1833,   62.5667,    9.0,  RUSSKAJA GAVAN                
RSM00020667,  73.3300,   70.0300,    6.0,  IM POPOVA                     
RSM00020674,  73.5136,   80.4064,   42.0,  OSTROV DIKSON                 
RSM00020744,  72.3667,   52.7000,   18.0,  MALYE KARMAKULY               
RSM00020891,  71.9772,  102.4664,   31.2,  HATANGA                       
RSM00021358,  76.1500,  152.8300,   14.0,  OSTROV ZOHOVA                 
RSM00021432,  76.0000,  137.8667,   11.5,  OSTROV KOTEL'NYJ              
RSM00021504,  74.6700,  112.9300,   60.0,  OSTROV PREOBRAZHENIA          
RSM00021647,  73.2000,  143.5330,   23.0,  USAF-DS3-167                  
RSM00021824,  71.5833,  128.9167,    6.0,  TIKSI                         
RSM00021946,  70.6167,  147.8833,   44.0,  CHOKURDAH                     
RSM00021965,  70.6300,  162.4000,   38.0,  OSTROV CHETYREKHSTOLBO        
RSM00021982,  70.9670, -178.6500,    4.0,  OSTROV VRANGELYA              
RSM00022113,  68.9833,   33.1167,  121.0,  MURMANSK                      
RSM00022165,  68.6500,   43.3000,   48.0,  KANIN NOS                     
RSM00022217,  67.1692,   32.3542,   26.0,  KANDALAKSHA                   
RSM00022271,  67.8767,   44.1742,    4.8,  SHOJNA                        
RSM00022522,  64.9500,   34.6500,    8.0,  KEM                           
RSM00022543,  64.6247,   40.5114,    4.0,  ARHANGEL'SK                   
RSM00022768,  62.1000,   42.9000,   50.0,  SENKURSK                      
RSM00022802,  61.7170,   30.7170,   18.0,  SORTAVALA                     
RSM00022820,  61.8167,   34.2667,  110.0,  PETROZAVODSK                  
RSM00022845,  61.5067,   38.9347,  124.0,  KARGOPOL                      
RSM00023022,  69.7830,   61.7830,   49.0,  AMDERMA                       
RSM00023074,  69.4000,   86.1700,   28.0,  DUDINKA                       
RSM00023078,  69.3472,   88.2639,   60.0,  NORIL'SK                      
RSM00023146,  68.4700,   73.6000,    2.0,  MYS KAMENNY                   
RSM00023205,  67.6250,   53.0175,    5.4,  NAR'JAN-MAR                   
RSM00023274,  67.4700,   86.5700,   30.0,  IGARKA                        
RSM00023330,  66.5319,   66.6744,   14.8,  SALEHARD                      
RSM00023415,  65.1167,   57.1000,   56.0,  PECHORA                       
RSM00023472,  65.7944,   87.9889,   37.5,  TURUHANSK                     
RSM00023552,  64.9170,   77.8170,   27.0,  TARKO-SALE                    
RSM00023802,  61.6767,   50.7806,  116.0,  SYKTYVKAR                     
RSM00023884,  61.5806,   90.0306,   62.0,  BOR                           
RSM00023921,  60.6833,   60.4500,   93.0,  IVDEL                         
RSM00023933,  61.0278,   69.1189,   44.0,  HANTY-MANSIJSK                
RSM00023955,  60.4333,   77.8667,   47.0,  ALEKSANDROVSKOE               
RSM00024125,  68.5000,  112.4333,  207.0,  OLENEK                        
RSM00024266,  67.5667,  133.4000,  135.9,  VERHOJANSK                    
RSM00024343,  66.7667,  123.4000,   87.8,  ZHIGANSK                      
RSM00024507,  64.2694,  100.2167,  188.0,  TURA                          
RSM00024641,  63.7833,  121.6167,  110.8,  VILJUJSK                      
RSM00024688,  63.2500,  143.1500,  740.3,  OJMJAKON                      
RSM00024726,  62.5333,  113.8667,  351.2,  MIRNVY                        
RSM00024790,  62.7833,  148.1333,  649.0,  SUSUMAN                       
RSM00024793,  62.8500,  149.7600,  632.0,  SHTURMOVOY                    
RSM00024817,  61.2670,  108.2000,  278.0,  ERBOGACEN                     
RSM00024908,  60.3361,  102.2944,  258.8,  VANAVARA                      
RSM00024944,  60.3667,  120.4167,  134.0,  OLEKMINSK                     
RSM00024959,  62.0167,  129.7167,   98.2,  JAKUTSK                       
